#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::13 - L1 Interference (per-language)::Recognition
#
学生です		I am a student (no article needed)	contrast-derived	学生です	I am a student (no article needed)	Drop English 'a'	学生です vs 学生です	[sound:1156be0eef82.mp3]	module:13-l1 point:l1-articles-and-number frequency:top1k complexity:intro confusable-with:学生です source:curated-jpgram
猫を飼っています		I am raising a cat (no article)	contrast-derived	猫を飼っています	I am raising a cat (no article)	Drop English 'a'	猫を飼っています vs 猫を飼っています	[sound:ea558070b6b6.mp3]	module:13-l1 point:l1-articles-and-number frequency:top1k complexity:intro confusable-with:猫を飼っています source:curated-jpgram
本を読みました		I read a book (no article)	contrast-derived	本を読みました	I read a book (no article)	Drop English 'a'	本を読みました vs 本を読みました	[sound:bb1a0c98cb52.mp3]	module:13-l1 point:l1-articles-and-number frequency:top10k complexity:intro confusable-with:本を読みました source:curated-jpgram
机の上にペンがあります		There is a pen on the desk	contrast-derived	机の上にペンがあります	There is a pen on the desk	Drop English 'a'	机の上にペンがあります vs 机の上にペンがあります	[sound:7f83bee072da.mp3]	module:13-l1 point:l1-articles-and-number frequency:top1k complexity:intro confusable-with:机の上にペンがあります source:curated-jpgram
りんごを食べました		I ate an apple (no article)	contrast-derived	りんごを食べました	I ate an apple (no article)	Drop English 'an'	りんごを食べました vs りんごを食べました	[sound:acb5d4029673.mp3]	module:13-l1 point:l1-articles-and-number complexity:intro confusable-with:りんごを食べました source:curated-jpgram
病院に行きました		I went to a hospital (no article)	contrast-derived	病院に行きました	I went to a hospital (no article)	Drop English 'a'	病院に行きました vs 病院に行きました	[sound:68e83cd35ee9.mp3]	module:13-l1 point:l1-articles-and-number frequency:top10k complexity:intro confusable-with:病院に行きました source:curated-jpgram
花を育てています		I am growing a flower	contrast-derived	花を育てています	I am growing a flower	Drop English 'a'	花を育てています vs 花を育てています	[sound:b9d77bd3132f.mp3]	module:13-l1 point:l1-articles-and-number frequency:top1k complexity:intro confusable-with:花を育てています source:curated-jpgram
子ども がいます		I have a child	contrast-derived	子ども がいます	I have a child	Drop English 'a'	子ども がいます vs 子ども がいます	[sound:9f4e02e21f7d.mp3]	module:13-l1 point:l1-articles-and-number frequency:top5k complexity:intro confusable-with:子ども-がいます source:curated-jpgram
車を持っています		I own a car	contrast-derived	車を持っています	I own a car	Drop English 'a'	車を持っています vs 車を持っています	[sound:37dec91fcd34.mp3]	module:13-l1 point:l1-articles-and-number frequency:top1k complexity:intro confusable-with:車を持っています source:curated-jpgram
約束をしました		I made a promise	contrast-derived	約束をしました	I made a promise	Drop English 'a'	約束をしました vs 約束をしました	[sound:22aee9b140f9.mp3]	module:13-l1 point:l1-articles-and-number frequency:top5k complexity:intro confusable-with:約束をしました source:curated-jpgram
