#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::05 - N1 Grammar::Recognition
#
そんなことはしまい。	そんなことは。	しない意思。	cloze-derived	しない意思。	しない意思。	しない意思。		[sound:3b49a7fb7572.mp3]	module:05-n1 jlpt:n1 point:classical-negation complexity:intro source:shin-kanzen
彼はもう来まい。	かれはもうらい。	来ないと思う。	cloze-derived	来ないと思う。	来ないと思う。	来ないと思う。		[sound:9f0c1f8e659e.mp3]	module:05-n1 jlpt:n1 point:classical-negation complexity:intro frequency:top10k source:shin-kanzen
失敗するまいと努力した。	しっぱいするとどりょくした。	失敗しない努力。	cloze-derived	失敗しない努力。	失敗しない努力。	失敗しない努力。		[sound:5778d7f233d6.mp3]	module:05-n1 jlpt:n1 point:classical-negation complexity:intro frequency:top10k source:shin-kanzen
そんなはずはあるまい。	そんなはずは。	あり得ない。	cloze-derived	あり得ない。	あり得ない。	あり得ない。		[sound:6cc6f441e685.mp3]	module:05-n1 jlpt:n1 point:classical-negation complexity:intro source:shin-kanzen
行かないわけにはいくまい。	いかないわけには。	行かざるを得ない。	cloze-derived	行かざるを得ない。	行かざるを得ない。	行かざるを得ない。		[sound:0b68281c6342.mp3]	module:05-n1 jlpt:n1 point:classical-negation complexity:intro source:shin-kanzen
二度とそんなことはするまい。	にどとそんなことは。	しない決心。	cloze-derived	しない決心。	しない決心。	しない決心。		[sound:0fc60c8fd846.mp3]	module:05-n1 jlpt:n1 point:classical-negation complexity:intro frequency:top10k source:shin-kanzen
彼は黙っていようまい。	かれはだまっていよう。	沈黙しない。	cloze-derived	沈黙しない。	沈黙しない。	沈黙しない。		[sound:1dce64172032.mp3]	module:05-n1 jlpt:n1 point:classical-negation complexity:intro frequency:top5k source:shin-kanzen
本当にそうではあるまいか。	ほんとうに。	そうではないか。	cloze-derived	そうではないか。	そうではないか。	そうではないか。		[sound:a8a41b7c01a6.mp3]	module:05-n1 jlpt:n1 point:classical-negation complexity:intro frequency:top1k source:shin-kanzen
彼もそう思うまいか。	かれもそうおもう。	思うのではないか。	cloze-derived	思うのではないか。	思うのではないか。	思うのではないか。		[sound:a7fedbd8ba22.mp3]	module:05-n1 jlpt:n1 point:classical-negation complexity:intro frequency:top5k source:shin-kanzen
言うまじき言葉を話した。	いうことばをはなした。	言うべきでない言葉。	cloze-derived	言うべきでない言葉。	言うべきでない言葉。	言うべきでない言葉。		[sound:945f2d6ba061.mp3]	module:05-n1 jlpt:n1 point:classical-negation complexity:intro frequency:top1k source:shin-kanzen
やるまじき行為。	やるこうい。	やるべきでない行為。	cloze-derived	やるべきでない行為。	やるべきでない行為。	やるべきでない行為。		[sound:accc619695c5.mp3]	module:05-n1 jlpt:n1 point:classical-negation complexity:intro frequency:low source:shin-kanzen
信じるまじき男。	しんじるおとこ。	信じるべきでない。	cloze-derived	信じるべきでない。	信じるべきでない。	信じるべきでない。		[sound:0cc4a254876d.mp3]	module:05-n1 jlpt:n1 point:classical-negation complexity:intro frequency:top10k source:shin-kanzen
近づくまじき人物。	ちかづくじんぶつ。	近づくべきでない。	cloze-derived	近づくべきでない。	近づくべきでない。	近づくべきでない。		[sound:4108caa74bd0.mp3]	module:05-n1 jlpt:n1 point:classical-negation complexity:intro frequency:top10k source:shin-kanzen
