#separator:tab
#html:true
#columns:Text	Reading	Hint	Audio	Tags
#notetype:Cloze
#deck:Japanese Grammar::05 - N1 Grammar::Cloze

彼が言ったことを聞くが{{c1::早いか}}、皆が反応した。	かれがいったことをきくが{{c1::はやいか}}、みながはんのうした。	as soon as: 〜が早いか	[sound:b648c0052566.mp3]	module:05-n1 jlpt:n1 point:n1-rare-relative complexity:standard frequency:low source:shin-kanzen
ドアが開く{{c1::やいなや}}、子供が飛び出した。	ドアがひらく{{c1::やいなや}}、こどもがとびだした。	scarcely when: 〜やいなや	[sound:fb62b8128dcb.mp3]	module:05-n1 jlpt:n1 point:n1-rare-relative complexity:standard frequency:top10k source:shin-kanzen
会議が終わる{{c1::とたん}}、彼は立ち去った。	かいぎがおわる{{c1::とたん}}、かれはたちさった。	the moment: 〜とたん	[sound:8ee8ad754f6d.mp3]	module:05-n1 jlpt:n1 point:n1-rare-relative complexity:standard frequency:top5k source:shin-kanzen
その話のなん{{c1::のと言って}}、怒った。	そのはなしのなん{{c1::のといって}}、おこった。	something-or-other: 〜のなんのと言って	[sound:ce025c349297.mp3]	module:05-n1 jlpt:n1 point:n1-rare-relative complexity:intro frequency:top1k source:shin-kanzen
成功すると{{c1::思いきや}}、失敗した。	せいこうすると{{c1::おもいきや}}、しっぱいした。	I thought but: 〜と思いきや	[sound:f2ee328252b5.mp3]	module:05-n1 jlpt:n1 point:n1-rare-relative complexity:intro frequency:top10k source:shin-kanzen
その学者{{c1::とおぼしき}}人物が現れた。	そのがくしゃ{{c1::とおぼしき}}じんぶつがあらわれた。	appears to be: 〜とおぼしき	[sound:7a3956573c75.mp3]	module:05-n1 jlpt:n1 point:n1-rare-relative complexity:intro frequency:top10k source:shin-kanzen
有名な芸術家{{c1::なんぞ}}、誰でもなれる。	ゆうめいなげいじゅつか{{c1::なんぞ}}、だれでもなれる。	downplay: 〜なんぞ	[sound:c63f6b0596f2.mp3]	module:05-n1 jlpt:n1 point:n1-rare-relative complexity:standard frequency:top10k source:shin-kanzen
彼のだ{{c1::の、彼女のだのと言って}}、責任を避ける。	かれのだ{{c1::の、かのじょのだのといって}}、せきにんをさける。	this-and-that: 〜だの〜だの	[sound:dc73d6988c3f.mp3]	module:05-n1 jlpt:n1 point:n1-rare-relative complexity:intro frequency:top10k source:shin-kanzen
計算結果を見るが{{c1::早いか}}、皆が反応した。	けいさんけっかをみるが{{c1::はやいか}}、みながはんのうした。	as soon as: 〜が早いか	[sound:3c94c07380b7.mp3]	module:05-n1 jlpt:n1 point:n1-rare-relative complexity:standard frequency:low source:shin-kanzen
文書を読む{{c1::やいなや}}、問題が明白になった。	ぶんしょをよむ{{c1::やいなや}}、もんだいがめいはくになった。	scarcely when: 〜やいなや	[sound:a6441d94f99e.mp3]	module:05-n1 jlpt:n1 point:n1-rare-relative complexity:standard frequency:low source:shin-kanzen
警告が出た{{c1::とたん}}、誰もが走った。	けいこくがでた{{c1::とたん}}、だれもがはしった。	the moment: 〜とたん	[sound:4d4111289b83.mp3]	module:05-n1 jlpt:n1 point:n1-rare-relative complexity:standard frequency:top10k source:shin-kanzen
彼の言うこと{{c1::のなんのと言って}}、信じない。	かれのいうこと{{c1::のなんのといって}}、しんじない。	something about: 〜のなんのと言って	[sound:1e9ea8c87456.mp3]	module:05-n1 jlpt:n1 point:n1-rare-relative complexity:intro frequency:top5k source:shin-kanzen
簡単だと{{c1::思いきや}}、実は難しい。	かんたんだと{{c1::おもいきや}}、じつはむずかしい。	I thought but: 〜と思いきや	[sound:70b73091aa91.mp3]	module:05-n1 jlpt:n1 point:n1-rare-relative complexity:intro frequency:top10k source:shin-kanzen
その医者{{c1::とおぼしき}}人が来た。	そのいしゃ{{c1::とおぼしき}}ひとがきた。	appears to be: 〜とおぼしき	[sound:0c7194c1b5f6.mp3]	module:05-n1 jlpt:n1 point:n1-rare-relative complexity:intro frequency:top10k source:shin-kanzen
そんな理屈{{c1::なんぞ}}通用しない。	そんなりくつ{{c1::なんぞ}}つうようしない。	such a thing: 〜なんぞ	[sound:8d82e8cc00af.mp3]	module:05-n1 jlpt:n1 point:n1-rare-relative complexity:intro frequency:low source:shin-kanzen
金銭のだ{{c1::の名誉のだのと}}言って争う。	きんせんのだ{{c1::のめいよのだのと}}いってあらそう。	money and honor etc: 〜だの〜だの	[sound:82577a538322.mp3]	module:05-n1 jlpt:n1 point:n1-rare-relative complexity:intro frequency:low source:shin-kanzen
ニュースが{{c1::早いか}}、市場が反応した。	ニュースが{{c1::はやいか}}、しじょうがはんのうした。	as soon as: 〜が早いか	[sound:c4884eedc65d.mp3]	module:05-n1 jlpt:n1 point:n1-rare-relative complexity:standard frequency:low source:shin-kanzen
危機が来る{{c1::やいなや}}、皆が逃げた。	ききがくる{{c1::やいなや}}、みながにげた。	scarcely when: 〜やいなや	[sound:9e58c59b7128.mp3]	module:05-n1 jlpt:n1 point:n1-rare-relative complexity:intro frequency:low source:shin-kanzen
授業が終わる{{c1::とたん}}、出た。	じゅぎょうがおわる{{c1::とたん}}、でた。	the moment: 〜とたん	[sound:48d3a7a22e59.mp3]	module:05-n1 jlpt:n1 point:n1-rare-relative complexity:intro frequency:top10k source:shin-kanzen
その話の何{{c1::のと言って}}、不機嫌になった。	そのはなしのなん{{c1::のといって}}、ふきげんになった。	what-or-other: 〜のなんのと言って	[sound:7272e21f8dfa.mp3]	module:05-n1 jlpt:n1 point:n1-rare-relative complexity:standard frequency:top10k source:shin-kanzen
良いと{{c1::思いきや}}、欠陥があった。	よいと{{c1::おもいきや}}、けっかんがあった。	I thought but: 〜と思いきや	[sound:e5c4b993be0c.mp3]	module:05-n1 jlpt:n1 point:n1-rare-relative complexity:intro frequency:top10k source:shin-kanzen
その建物{{c1::とおぼしき}}構造だ。	そのたてもの{{c1::とおぼしき}}こうぞうだ。	appears to be: 〜とおぼしき	[sound:919cee471b3a.mp3]	module:05-n1 jlpt:n1 point:n1-rare-relative complexity:intro frequency:low source:shin-kanzen
権力者{{c1::なんぞ}}所詮無力だ。	けんりょくしゃ{{c1::なんぞ}}しょせんむりょくだ。	a person of power: 〜なんぞ	[sound:06f49ab47897.mp3]	module:05-n1 jlpt:n1 point:n1-rare-relative complexity:intro frequency:low source:shin-kanzen
彼のだ{{c1::の何だのと}}言い訳する。	かれのだ{{c1::のなんだのと}}いいわけする。	this-and-that: 〜だの〜だの	[sound:8c82faa3017b.mp3]	module:05-n1 jlpt:n1 point:n1-rare-relative complexity:intro frequency:low source:shin-kanzen
彼が到着するが{{c1::早いか}}、会議が始まった。	かれがとうちゃくするが{{c1::はやいか}}、かいぎがはじまった。	as soon as: 〜が早いか	[sound:8466ca0cb096.mp3]	module:05-n1 jlpt:n1 point:n1-rare-relative complexity:standard frequency:top10k source:shin-kanzen
火が消える{{c1::やいなや}}、皆が出た。	ひがきえる{{c1::やいなや}}、みながでた。	scarcely when: 〜やいなや	[sound:f08b1b841ac1.mp3]	module:05-n1 jlpt:n1 point:n1-rare-relative complexity:intro frequency:top10k source:shin-kanzen
彼が現れた{{c1::とたん}}、静まった。	かれがあらわれた{{c1::とたん}}、しずまった。	the moment: 〜とたん	[sound:80ceed4ed47c.mp3]	module:05-n1 jlpt:n1 point:n1-rare-relative complexity:intro frequency:top10k source:shin-kanzen
その人物のなん{{c1::のと言って}}、批判する。	そのじんぶつのなん{{c1::のといって}}、ひはんする。	something about: 〜のなんのと言って	[sound:c888126ebd14.mp3]	module:05-n1 jlpt:n1 point:n1-rare-relative complexity:standard frequency:top10k source:shin-kanzen
完成したと{{c1::思いきや}}、未完。	かんせいしたと{{c1::おもいきや}}、みかん。	I thought but: 〜と思いきや	[sound:98a2d965483f.mp3]	module:05-n1 jlpt:n1 point:n1-rare-relative complexity:intro frequency:top10k source:shin-kanzen
著名人{{c1::とおぼしき}}者が来た。	ちょめいじん{{c1::とおぼしき}}ものがきた。	appears to be: 〜とおぼしき	[sound:cd0d9231abfc.mp3]	module:05-n1 jlpt:n1 point:n1-rare-relative complexity:intro frequency:low source:shin-kanzen
そんな説{{c1::なんぞ}}信じられない。	そんなせつ{{c1::なんぞ}}しんじられない。	such a theory: 〜なんぞ	[sound:0257df47c75c.mp3]	module:05-n1 jlpt:n1 point:n1-rare-relative complexity:intro frequency:top10k source:shin-kanzen
その件のだ{{c1::のあれのだのと}}言う。	そのけんのだ{{c1::のあれのだのと}}いう。	that matter and: 〜だの〜だの	[sound:7dce24f2a2e7.mp3]	module:05-n1 jlpt:n1 point:n1-rare-relative complexity:intro frequency:top10k source:shin-kanzen
報告が来るが{{c1::早いか}}、対応する。	ほうこくがくるが{{c1::はやいか}}、たいおうする。	as soon as: 〜が早いか	[sound:83ef08749a96.mp3]	module:05-n1 jlpt:n1 point:n1-rare-relative complexity:intro frequency:low source:shin-kanzen
会議が開くやいなや、声が上{{c1::がった}}	かいぎがひらくやいなや、こえがあ{{c1::がった}}	scarcely when: 〜やいなや	[sound:bb90ba21c7b6.mp3]	module:05-n1 jlpt:n1 point:n1-rare-relative complexity:standard frequency:top5k source:shin-kanzen
彼が言った{{c1::とたん}}、皆が笑った。	かれがいった{{c1::とたん}}、みながわらった。	the moment: 〜とたん	[sound:0607d46fd9a6.mp3]	module:05-n1 jlpt:n1 point:n1-rare-relative complexity:intro frequency:top5k source:shin-kanzen
この話のなん{{c1::のと言って}}、聞かない。	このはなしのなん{{c1::のといって}}、きかない。	something about: 〜のなんのと言って	[sound:34ab626ed96b.mp3]	module:05-n1 jlpt:n1 point:n1-rare-relative complexity:intro frequency:top1k source:shin-kanzen
治ると{{c1::思いきや}}、悪化した。	なおると{{c1::おもいきや}}、あっかした。	I thought but: 〜と思いきや	[sound:38ea345b7781.mp3]	module:05-n1 jlpt:n1 point:n1-rare-relative complexity:intro frequency:low source:shin-kanzen
その男性{{c1::とおぼしき}}人が通った。	そのだんせい{{c1::とおぼしき}}ひとがとおった。	appears to be: 〜とおぼしき	[sound:df911b270e4a.mp3]	module:05-n1 jlpt:n1 point:n1-rare-relative complexity:intro frequency:top5k source:shin-kanzen
そんな要求{{c1::なんぞ}}飲めない。	そんなようきゅう{{c1::なんぞ}}のめない。	such a demand: 〜なんぞ	[sound:979ded77b3b8.mp3]	module:05-n1 jlpt:n1 point:n1-rare-relative complexity:intro frequency:top10k source:shin-kanzen
賞のだ{{c1::のボーナスのだのと}}言う。	しょうのだ{{c1::のボーナスのだのと}}いう。	prize and bonus: 〜だの〜だの	[sound:e21aa3a88504.mp3]	module:05-n1 jlpt:n1 point:n1-rare-relative complexity:intro frequency:low source:shin-kanzen
彼が呼ぶが{{c1::早いか}}、走った。	かれがよぶが{{c1::はやいか}}、はしった。	as soon as: 〜が早いか	[sound:d5f4de4ca847.mp3]	module:05-n1 jlpt:n1 point:n1-rare-relative complexity:intro frequency:top5k source:shin-kanzen
解答が出るやいなや、チェック{{c1::する}}	かいとうがでるやいなや、ちぇっく{{c1::する}}	scarcely when: 〜やいなや	[sound:97f14b5c7d7b.mp3]	module:05-n1 jlpt:n1 point:n1-rare-relative complexity:standard frequency:low source:shin-kanzen
彼が行った{{c1::とたん}}、問題が起きた。	かれがいった{{c1::とたん}}、もんだいがおきた。	the moment: 〜とたん	[sound:d0c2f6ece777.mp3]	module:05-n1 jlpt:n1 point:n1-rare-relative complexity:standard frequency:top5k source:shin-kanzen
