#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::05 - N1 Grammar::Recognition
彼は医者たる資格を持つ。	かれはいしゃたるしかくをもつ。	たる: Formal as/capacity.	たる	Formal as/capacity	Marks role formally	Has qualifications as doctor	資格標示。	[sound:668b24da893a.mp3]	module:05-n1 jlpt:n1 point:taru-gotoki-mokushikuwa complexity:intro frequency:top10k source:shin-kanzen
勇士たる者は…。	ゆうしたるものは…。	たる: Formal as/capacity.	たる	Formal as/capacity	Marks role formally	A brave person shall	主体性表示。	[sound:1473b1c04575.mp3]	module:05-n1 jlpt:n1 point:taru-gotoki-mokushikuwa complexity:intro frequency:top10k source:shin-kanzen
大人たるべき責任。	おとなたるべきせきにん。	たる: Formal as/capacity.	たる	Formal as/capacity	Marks role formally	Responsibility as adult	年齢的義務。	[sound:99fcd3e65b88.mp3]	module:05-n1 jlpt:n1 point:taru-gotoki-mokushikuwa complexity:intro frequency:top10k source:shin-kanzen
彼のごとき人物は稀だ。	かのごときじんぶつはまれだ。	ごとき: Like/as if.	ごとき	Like/as if	Marks similarity; literary	A person like him is rare	類似表現。	[sound:ae5aaa835cfb.mp3]	module:05-n1 jlpt:n1 point:taru-gotoki-mokushikuwa complexity:intro frequency:low source:shin-kanzen
春のごとく新しい気持ち。	はるのごとくあたらしいきもち。	ごとき: Like/as if.	ごとき	Like/as if	Marks similarity; literary	Fresh feeling like spring	比喩表現。	[sound:54a1c00a4142.mp3]	module:05-n1 jlpt:n1 point:taru-gotoki-mokushikuwa complexity:intro frequency:top5k source:shin-kanzen
太陽のごとき輝く。	たいようのごときかがやく。	ごとき: Like/as if.	ごとき	Like/as if	Marks similarity; literary	Shines like sun	比喩強調。	[sound:f29ba5a3944a.mp3]	module:05-n1 jlpt:n1 point:taru-gotoki-mokushikuwa complexity:intro frequency:top10k source:shin-kanzen
王のごとき振る舞い。	おうのごときふるまい。	ごとき: Like/as if.	ごとき	Like/as if	Marks similarity; literary	Bearing like a king	尊厳的。	[sound:d6e4645a32ab.mp3]	module:05-n1 jlpt:n1 point:taru-gotoki-mokushikuwa complexity:intro frequency:top10k source:shin-kanzen
兵隊のごとく行進する。	へいたいのごとくこうしんする。	ごとく: Like/as.	ごとく	Like/as	Marks similarity; adverbial form	March like soldiers	行為比喩。	[sound:57310d866111.mp3]	module:05-n1 jlpt:n1 point:taru-gotoki-mokushikuwa complexity:intro frequency:low source:shin-kanzen
羽のごとく軽い。	はねのごとくかるい。	ごとく: Like/as.	ごとく	Like/as	Marks similarity; adverbial form	Light as feather	属性比喩。	[sound:a41bc78f14ba.mp3]	module:05-n1 jlpt:n1 point:taru-gotoki-mokushikuwa complexity:intro frequency:top10k source:shin-kanzen
火のごとく燃える。	ひのごとくもえる。	ごとく: Like/as.	ごとく	Like/as	Marks similarity; adverbial form	Burns like fire	激烈的。	[sound:f0d1c1424b40.mp3]	module:05-n1 jlpt:n1 point:taru-gotoki-mokushikuwa complexity:intro frequency:top10k source:shin-kanzen
