#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::05 - N1 Grammar::Recognition
#
この仕事をやり遂げることが重要だ。	このしごとをやりとげることがじゅうようだ。	Auxiliary verb meaning to complete or accomplish.	cloze-derived	Auxiliary verb meaning to complete or accomplish.	Auxiliary verb meaning to complete or accomplish.	Auxiliary verb meaning to complete or accomplish.		[sound:fd4659505cae.mp3]	module:05-n1 jlpt:n1 point:n1-aux-suffixes complexity:standard frequency:low source:shin-kanzen
計画を最後まで通すことが求められる。	けいかくをさいごまでとおすことがもとめられる。	Auxiliary verb meaning to carry through or maintain.	cloze-derived	Auxiliary verb meaning to carry through or maintain.	Auxiliary verb meaning to carry through or maintain.	Auxiliary verb meaning to carry through or maintain.		[sound:11197aa829f5.mp3]	module:05-n1 jlpt:n1 point:n1-aux-suffixes complexity:standard frequency:top10k source:shin-kanzen
困難を乗り越えることができました。	こんなんをのりこえることができました。	Verb meaning to overcome or get over.	cloze-derived	Verb meaning to overcome or get over.	Verb meaning to overcome or get over.	Verb meaning to overcome or get over.		[sound:56e7709e2230.mp3]	module:05-n1 jlpt:n1 point:n1-aux-suffixes complexity:standard frequency:top10k source:shin-kanzen
子どもを立派に育て上げるのが親の役割だ。	こどもをりっぱにそだてあげるのがおやのやくわりだ。	Verb meaning to raise or nurture completely.	cloze-derived	Verb meaning to raise or nurture completely.	Verb meaning to raise or nurture completely.	Verb meaning to raise or nurture completely.		[sound:3c54d9bd252f.mp3]	module:05-n1 jlpt:n1 point:n1-aux-suffixes complexity:standard frequency:top10k source:shin-kanzen
失敗しかねない危険が潜んでいる。	しっぱいしかねないきけんがひそんでいる。	Auxiliary phrase indicating potential failure risk.	cloze-derived	Auxiliary phrase indicating potential failure risk.	Auxiliary phrase indicating potential failure risk.	Auxiliary phrase indicating potential failure risk.		[sound:d6d228157c29.mp3]	module:05-n1 jlpt:n1 point:n1-aux-suffixes complexity:intro frequency:top5k source:shin-kanzen
承認しかねる状況だと判断した。	しょうにんしかねるじょうきょうだとはんだんした。	Auxiliary verb expressing reluctant inability.	cloze-derived	Auxiliary verb expressing reluctant inability.	Auxiliary verb expressing reluctant inability.	Auxiliary verb expressing reluctant inability.		[sound:b8a6d8aeeab1.mp3]	module:05-n1 jlpt:n1 point:n1-aux-suffixes complexity:intro frequency:top10k source:shin-kanzen
全力を尽くすことが必要です。	ぜんりょくをつくすことがひつようです。	Verb meaning to exhaust or use completely.	cloze-derived	Verb meaning to exhaust or use completely.	Verb meaning to exhaust or use completely.	Verb meaning to exhaust or use completely.		[sound:16776ab3c145.mp3]	module:05-n1 jlpt:n1 point:n1-aux-suffixes complexity:intro frequency:low source:shin-kanzen
同じ失敗を何度も繰り返すことはできない。	おなじしっぱいをなんどもくりかえすことはできない。	Verb meaning to repeat or do over.	cloze-derived	Verb meaning to repeat or do over.	Verb meaning to repeat or do over.	Verb meaning to repeat or do over.		[sound:b82d66c624bb.mp3]	module:05-n1 jlpt:n1 point:n1-aux-suffixes complexity:standard frequency:top10k source:shin-kanzen
努力が実を結ぶことを信じている。	どりょくがみをむすぶことをしんじている。	Verb phrase meaning to bear fruit or succeed.	cloze-derived	Verb phrase meaning to bear fruit or succeed.	Verb phrase meaning to bear fruit or succeed.	Verb phrase meaning to bear fruit or succeed.		[sound:2210261f3e44.mp3]	module:05-n1 jlpt:n1 point:n1-aux-suffixes complexity:standard frequency:top10k source:shin-kanzen
条件は満たす必要がある。	じょうけんはみたすひつようがある。	Verb meaning to satisfy or meet conditions.	cloze-derived	Verb meaning to satisfy or meet conditions.	Verb meaning to satisfy or meet conditions.	Verb meaning to satisfy or meet conditions.		[sound:71d3a8061028.mp3]	module:05-n1 jlpt:n1 point:n1-aux-suffixes complexity:intro frequency:low source:shin-kanzen
