#separator:tab
#html:true
#columns:JP	OptionA	OptionB	Answer	Why	Tip	Audio	Tags
#notetype:Contrast
#deck:Japanese Grammar::05 - N1 Grammar::Contrast

問題が増すことともなれば、対応も変わる。___	〜ともなれば	〜となると	〜ともなれば	ともなれば: hypothetical condition; となると: actual situation.	ともなれば: hypothetical.	[sound:fc0878d1e90c.mp3]	module:05-n1 jlpt:n1 point:n1-stiff-rare
困難に直面することともなると、対策が急務だ。___	〜ともなると	〜ともなれば	〜ともなると	となると emphasizes actual/real situation; ともなれば is more hypothetical.	となると: actual.	[sound:b1565be523d1.mp3]	module:05-n1 jlpt:n1 point:n1-stiff-rare
彼の言葉を聞くが早いか、皆が応じた。___	〜が早いか	〜やいなや	〜が早いか	Both mean 'as soon as' but やいなや is more archaic/literary.	が早いか: standard.	[sound:79c129f4a6c0.mp3]	module:05-n1 jlpt:n1 point:n1-stiff-rare
ドアが開くやいなや、彼は飛び込んだ。___	〜やいなや	〜が早いか	〜やいなや	やいなや is more elevated/dramatic than が早いか.	やいなや: dramatic.	[sound:f092f6846e54.mp3]	module:05-n1 jlpt:n1 point:n1-stiff-rare
彼が言ったとたん、皆が驚いた。___	〜とたん	〜が早いか	〜とたん	とたん emphasizes sudden moment; が早いか emphasizes speed.	とたん: sudden.	[sound:217f7f109974.mp3]	module:05-n1 jlpt:n1 point:n1-stiff-rare
状況が悪化することともなれば、撤退も考慮される。___	〜ともなれば	〜となると	〜ともなれば	ともなれば: conditional/hypothetical; となると: actual occurrence.	ともなれば: if.	[sound:e7881f9ec99b.mp3]	module:05-n1 jlpt:n1 point:n1-stiff-rare
会社の経営方針が変わることともなると、従業員も影響を受ける。___	〜ともなると	〜ともなれば	〜ともなると	となると: when it actually happens; ともなれば: if it were to happen.	となると: when.	[sound:ab1f58404fd9.mp3]	module:05-n1 jlpt:n1 point:n1-stiff-rare
彼が到着するが早いか、会議が始まった。___	〜が早いか	〜やいなや	〜が早いか	が早いか: standard modern usage; やいなや: more literary.	が早いか: modern.	[sound:938a093844a8.mp3]	module:05-n1 jlpt:n1 point:n1-stiff-rare
火が消えるやいなや、皆は建物から出た。___	〜やいなや	〜が早いか	〜やいなや	やいなや conveys dramatic urgency better.	やいなや: dramatic.	[sound:52d971b01dfa.mp3]	module:05-n1 jlpt:n1 point:n1-stiff-rare
警察が到着したとたん、犯人が逃げた。___	〜とたん	〜やいなや	〜とたん	とたん emphasizes the exact moment; やいなや emphasizes speed.	とたん: moment.	[sound:7327dceceb1e.mp3]	module:05-n1 jlpt:n1 point:n1-stiff-rare
計画が発表されるが早いか、批判の声が上がった。___	〜が早いか	〜とたん	〜が早いか	が早いか emphasizes immediacy of reaction; とたん emphasizes suddenness.	が早いか: immediacy.	[sound:0ec3e88bcb35.mp3]	module:05-n1 jlpt:n1 point:n1-stiff-rare
ニュースが流れるやいなや、市場が反応した。___	〜やいなや	〜とたん	〜やいなや	やいなや: elevated tone of rapid response.	やいなや: elevated.	[sound:246410256600.mp3]	module:05-n1 jlpt:n1 point:n1-stiff-rare
授業が終わるとたん、学生たちが教室を出た。___	〜とたん	〜が早いか	〜とたん	とたん: the very moment; が早いか: as quickly as.	とたん: moment.	[sound:d883f40dc7f0.mp3]	module:05-n1 jlpt:n1 point:n1-stiff-rare
困難が生じることともなれば、組織の結束が重要になる。___	〜ともなれば	〜となると	〜ともなれば	ともなれば: conditional; となると: actual.	ともなれば: if.	[sound:3b7d0ffcd14a.mp3]	module:05-n1 jlpt:n1 point:n1-stiff-rare
災害が発生することともなると、政府の対応が問われる。___	〜ともなると	〜ともなれば	〜ともなると	となると: actual situation; ともなれば: hypothetical scenario.	となると: actual.	[sound:2de42dc39097.mp3]	module:05-n1 jlpt:n1 point:n1-stiff-rare
彼が笑うが早いか、皆も笑った。___	〜が早いか	〜やいなや	〜が早いか	が早いか: natural/standard usage.	が早いか: standard.	[sound:2af3545dc18c.mp3]	module:05-n1 jlpt:n1 point:n1-stiff-rare
話が終わるやいなや、誰かが質問した。___	〜やいなや	〜が早いか	〜やいなや	やいなや: more emphatic/literary.	やいなや: emphatic.	[sound:8a0948f3bd5d.mp3]	module:05-n1 jlpt:n1 point:n1-stiff-rare
その瞬間とたん、全てが変わった。___	〜とたん	〜やいなや	〜とたん	とたん emphasizes instantaneous change; やいなや emphasizes rapid action.	とたん: change.	[sound:6ad66bc20ded.mp3]	module:05-n1 jlpt:n1 point:n1-stiff-rare
困難が増えることともなれば、創意工夫も必要になる。___	〜ともなれば	〜となると	〜ともなれば	ともなれば: hypothetical increase; となると: actual increase.	ともなれば: hypothetical.	[sound:444a837208d8.mp3]	module:05-n1 jlpt:n1 point:n1-stiff-rare
競争が激化することともなると、業界全体が影響を受ける。___	〜ともなると	〜ともなれば	〜ともなると	となると: when competition actually intensifies.	となると: when.	[sound:a104b5d75d95.mp3]	module:05-n1 jlpt:n1 point:n1-stiff-rare
指令が下るが早いか、兵士たちが行動開始した。___	〜が早いか	〜とたん	〜が早いか	が早いか: emphasis on speed of response.	が早いか: speed.	[sound:c85411fadb92.mp3]	module:05-n1 jlpt:n1 point:n1-stiff-rare
危機が訪れるやいなや、誰もが緊張した。___	〜やいなや	〜が早いか	〜やいなや	やいなや: creates sense of urgency and drama.	やいなや: urgent.	[sound:42baad867172.mp3]	module:05-n1 jlpt:n1 point:n1-stiff-rare
彼女が現れたとたん、雰囲気が変わった。___	〜とたん	〜やいなや	〜とたん	とたん: the very instant of appearance.	とたん: instant.	[sound:5a26b9bc9d7a.mp3]	module:05-n1 jlpt:n1 point:n1-stiff-rare
問題が明らかになることともなれば、対策の立案が急務だ。___	〜ともなれば	〜となると	〜ともなれば	ともなれば: conditional; となると: actual.	ともなれば: if.	[sound:77ad15b89e98.mp3]	module:05-n1 jlpt:n1 point:n1-stiff-rare
状況が深刻化することともなると、全面的な対応が必要になる。___	〜ともなると	〜ともなれば	〜ともなると	となると: when situation actually becomes serious.	となると: when.	[sound:ed122bc02b43.mp3]	module:05-n1 jlpt:n1 point:n1-stiff-rare
