#separator:tab
#html:true
#columns:JP	OptionA	OptionB	Answer	Why	Tip	Audio	Tags
#notetype:Contrast
#deck:Japanese Grammar::05 - N1 Grammar::Contrast
#
この危機にあって冷静が必要。	にあって	において	にあって	critical moment vs location	〜にあって emphasizes crisis	[sound:4f6d95a1509c.mp3]	module:05-n1 jlpt:n1 point:n1-restriction complexity:standard confusable-with:において frequency:low
試験中において集中が必要。	において	にあって	において	general location vs crisis	〜において is formal	[sound:3e30a807d892.mp3]	module:05-n1 jlpt:n1 point:n1-restriction complexity:standard confusable-with:にあって frequency:top10k
想像にかたくない。	にかたくない	やすい	にかたくない	formal vs easy suffix	〜にかたくない is formal	[sound:be3008df4f34.mp3]	module:05-n1 jlpt:n1 point:n1-restriction complexity:intro confusable-with:やすい frequency:top10k
失敗は避けがたくない。	がたくない	ができない	がたくない	inevitability vs impossibility	〜がたくない means harder	[sound:b115596ef5e5.mp3]	module:05-n1 jlpt:n1 point:n1-restriction complexity:intro confusable-with:ができない frequency:top5k
そんな失礼には堪えられない。	に堪えない	ようがない	に堪えない	unbearable vs impossible	〜に堪えない shows intolerance	[sound:722678e63577.mp3]	module:05-n1 jlpt:n1 point:n1-restriction complexity:standard confusable-with:ようがない frequency:top5k
その成績は合格に足る。	に足る	に足らない	に足る	sufficiency vs inadequacy	〜に足る means worthy	[sound:3b07e6bc9204.mp3]	module:05-n1 jlpt:n1 point:n1-restriction complexity:intro confusable-with:に足らない frequency:low
彼にしてみれば失敗は初め。	にしてみれば	からすれば	にしてみれば	person perspective vs position	〜にしてみれば uses に	[sound:6e7249550e15.mp3]	module:05-n1 jlpt:n1 point:n1-restriction complexity:standard confusable-with:からすれば frequency:top5k
その決定に異議を唱えるべからず。	唱えるべからず	ことはできない	唱えるべからず	prohibition vs impossibility	〜べからず is formal prohibition	[sound:39bb8834db4d.mp3]	module:05-n1 jlpt:n1 point:n1-restriction complexity:standard confusable-with:ことはできない frequency:low
彼の行動は批判に耐えない。	耐えない	に堪えない	耐えない	withstand vs endure	〜耐えない is less emphatic	[sound:3ee5b3bd86c9.mp3]	module:05-n1 jlpt:n1 point:n1-restriction complexity:standard confusable-with:に堪えない frequency:top10k
失敗を責めるに忍びない。	に忍びない	ようがない	に忍びない	reluctance vs impossibility	〜に忍びない is reluctance	[sound:9d15f28b0f54.mp3]	module:05-n1 jlpt:n1 point:n1-restriction complexity:intro confusable-with:ようがない frequency:top10k
痛みに堪える精神力。	に堪える	に耐える	に堪える	unbearable emotion vs withstand	〜に堪える shows emotional impact	[sound:2cc89fcde5d2.mp3]	module:05-n1 jlpt:n1 point:n1-restriction complexity:intro confusable-with:に耐える frequency:low
その知識は信頼に足る。	に足る	に値する	に足る	worthy of vs merits	〜に足る is more formal	[sound:f3daa1f28d5a.mp3]	module:05-n1 jlpt:n1 point:n1-restriction complexity:intro confusable-with:に値する frequency:low
彼の意見は論ずるに足る。	に足る	に足らない	に足る	merit vs inadequacy	〜に足る means worthy	[sound:daca3e65baa3.mp3]	module:05-n1 jlpt:n1 point:n1-restriction complexity:intro confusable-with:に足らない frequency:low
その理由は説明に足らない。	に足らない	に足る	に足らない	inadequacy vs sufficiency	〜に足らない means insufficient	[sound:bf4ecfdde10e.mp3]	module:05-n1 jlpt:n1 point:n1-restriction complexity:standard confusable-with:に足る frequency:top5k
失敗は避け難い状況だ。	避け難い	避けがたい	避け難い	difficult to avoid vs unavoidable	〜難い is less emphatic	[sound:7c07c1817c7b.mp3]	module:05-n1 jlpt:n1 point:n1-restriction complexity:intro confusable-with:避けがたい frequency:top10k
去年にもまして工夫がある。	にもまして	に比べて	にもまして	more than vs compared to	〜にもまして is stronger	[sound:51a608b29fc4.mp3]	module:05-n1 jlpt:n1 point:n1-restriction complexity:standard confusable-with:に比べて frequency:low
兄にもまして優秀だ。	にもまして	より	にもまして	comparison increase vs more	〜にもまして emphasizes more	[sound:2d7fc42e61b4.mp3]	module:05-n1 jlpt:n1 point:n1-restriction complexity:intro confusable-with:より frequency:top10k
その価値は測ることできない。	ことできない	ことはできない	ことできない	emphasis particle omission	〜ことはできない is more emphatic	[sound:939768c99b7a.mp3]	module:05-n1 jlpt:n1 point:n1-restriction complexity:standard confusable-with:ことはできない frequency:top10k
彼の実力は推し量れない。	推し量れない	推し量ることができない	推し量れない	negative form vs phrase	〜推し量れない is concise	[sound:91ff06502560.mp3]	module:05-n1 jlpt:n1 point:n1-restriction complexity:intro confusable-with:推し量ることができない frequency:top10k
その実力がすごいことは疑いない。	疑いない	疑いようがない	疑いない	no doubt vs beyond doubt	〜疑いない is simpler	[sound:5a1aced8da6b.mp3]	module:05-n1 jlpt:n1 point:n1-restriction complexity:standard confusable-with:疑いようがない frequency:top10k
彼の心情に共感することは避けがたい。	避けがたい	避けられない	避けがたい	difficult to avoid vs unavoidable	〜避けがたい is formal	[sound:42158f5e2b89.mp3]	module:05-n1 jlpt:n1 point:n1-restriction complexity:standard confusable-with:避けられない frequency:low
そのような結果は予想しがたい。	しがたい	することができない	しがたい	difficult vs impossible	〜しがたい means hard to do	[sound:12e2c84421e1.mp3]	module:05-n1 jlpt:n1 point:n1-restriction complexity:standard confusable-with:することができない frequency:top10k
彼の才能を疑うに忍びない。	に忍びない	ことができない	に忍びない	reluctance vs impossibility	〜に忍びない is reluctance	[sound:e3b7283efe38.mp3]	module:05-n1 jlpt:n1 point:n1-restriction complexity:standard confusable-with:ことができない frequency:top10k
その人格に心服することは堪えない思い。	に堪えない	に耐えられない	に堪えない	overwhelming emotion vs bearable	〜に堪えない is more emphatic	[sound:3d61e4bfffdd.mp3]	module:05-n1 jlpt:n1 point:n1-restriction complexity:standard confusable-with:に耐えられない frequency:low
負けることに堪える精神力。	に堪える	に耐える	に堪える	resilience vs withstand	〜に堪える shows emotional strength	[sound:1db3f7aadd53.mp3]	module:05-n1 jlpt:n1 point:n1-restriction complexity:standard confusable-with:に耐える frequency:low
