#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::05 - N1 Grammar::Recognition
彼が来たや否や皆が黙った。	かれがきたやひやみながだまった。	や否や: No sooner/as soon as	や否や	No sooner/as soon as	No sooner X than Y	All went silent instantly	即座の出来事。	[sound:bb8c7090b0a2.mp3]	module:05-n1 jlpt:n1 point:literary-temporal
ドアを開けたや否や光が入った。	どあをひらけたやひやひかりがいっった。	や否や: No sooner/as soon as	や否や	No sooner/as soon as	No sooner X than Y	Light poured in instantly	瞬時の変化。	[sound:66169e81583b.mp3]	module:05-n1 jlpt:n1 point:literary-temporal
彼が話したや否や反発があった。	かれがはなしたやひやはんぱつがあった。	や否や: No sooner/as soon as	や否や	No sooner/as soon as	No sooner X than Y	Opposition arose instantly	瞬時的反応。	[sound:69b107d3160b.mp3]	module:05-n1 jlpt:n1 point:literary-temporal
彼は歩きながらに考えた。	かれはあるきながらにかんがえた。	ながらに: While literary	ながらに	While literary	While doing X; literary form	He thought while walking	並行行為。	[sound:e065cde4a80f.mp3]	module:05-n1 jlpt:n1 point:literary-temporal
学びながらにして成長した。	まなびながらにしてせいちょうした。	ながらにして: While literary	ながらにして	While literary	While doing X; literary form	Grew while learning	同時的発展。	[sound:a01895bc8709.mp3]	module:05-n1 jlpt:n1 point:literary-temporal
若き日にして既に才能を示した。	わかきにちにしてすでにさいのうをしめした。	にして: At time of; manner	にして	At time of; manner	Marks time or manner; literary	Already showed talent when young	時点標示。	[sound:614412a282a9.mp3]	module:05-n1 jlpt:n1 point:literary-temporal
一瞬にして全てが変わった。	いっしゅんにしてすべてがかわった。	にして: At time of; manner	にして	At time of; manner	Marks time or manner; literary	Everything changed in instant	瞬時的変化。	[sound:7a6cbc844b73.mp3]	module:05-n1 jlpt:n1 point:literary-temporal
戦いの最中にあって冷静さを保つ。	たたかいのさいちゅうにあってれいせいさをたもつ。	にあって: In/during	にあって	In/during	During; in situation	Keep calm during battle	状況下での行為。	[sound:d927f62ff721.mp3]	module:05-n1 jlpt:n1 point:literary-temporal
困難な時代にあって歩み続けた。	こんなんなじだいにあってあゆみつづけた。	にあって: In/during	にあって	In/during	During; in situation	Continued in difficult times	困難克服。	[sound:af2d68b4bfbb.mp3]	module:05-n1 jlpt:n1 point:literary-temporal
子供なりに精一杯頑張った。	こどもなりにせいいっぱいがんばった。	なりに: In own way	なりに	In own way	Each in own manner	Did best as child	限定的最善。	[sound:ebbf2c675df8.mp3]	module:05-n1 jlpt:n1 point:literary-temporal
