#separator:tab
#html:true
#columns:JP	OptionA	OptionB	Answer	Why	Tip	Audio	Tags
#notetype:Contrast
#deck:Japanese Grammar::05 - N1 Grammar::Contrast
医者たる資格	医者である資格	医者たる資格	たる	Formal role marker	〜たる more formal/literary	[sound:0976869dceff.mp3]	module:05-n1 jlpt:n1 point:taru-gotoki
勇士たる者	勇士である者	勇士たる者	たる	Formal identification	〜たる emphasizes identity	[sound:1324de1ea0c4.mp3]	module:05-n1 jlpt:n1 point:taru-gotoki
月のごとし	月のようだ	月のごとし	ごとし	Formal comparison	〜ごとし is literary form	[sound:4f0b46b15a59.mp3]	module:05-n1 jlpt:n1 point:taru-gotoki
太陽のごとき輝き	太陽のような輝き	太陽のごとき輝き	ごとき	Literary simile	〜ごとき marks formal likeness	[sound:ec46bcbaac80.mp3]	module:05-n1 jlpt:n1 point:taru-gotoki
行けばよかったのに	行けばよかったのに	行けばよかったのに	ものを	Regret/contrast	〜ものを emphasizes regret	[sound:f84f6a2747ef.mp3]	module:05-n1 jlpt:n1 point:taru-gotoki
来ていれば	来ていれば	来ていれば	ものを	Counterfactual	〜ものを marks wish	[sound:21e15adb665f.mp3]	module:05-n1 jlpt:n1 point:taru-gotoki
大人たる責任	大人である責任	大人たる責任	たる	Formal role	〜たる marks duty	[sound:c4a4e1755e3f.mp3]	module:05-n1 jlpt:n1 point:taru-gotoki
春のごとく	春のように	春のごとく	ごとく	Literary adverbial	〜ごとく is adverbial form	[sound:3408f6a9d19e.mp3]	module:05-n1 jlpt:n1 point:taru-gotoki
王のごとき振る舞い	王のような振る舞い	王のごとき振る舞い	ごとき	Literary simile	〜ごとき in noun phrase	[sound:33236960ecf9.mp3]	module:05-n1 jlpt:n1 point:taru-gotoki
火のごとく燃える	火のように燃える	火のごとく燃える	ごとく	Literary adverbial	〜ごとく in predicate	[sound:fea141c11478.mp3]	module:05-n1 jlpt:n1 point:taru-gotoki
学者たる者	学者である者	学者たる者	たる	Formal role	〜たる identifies scholar	[sound:ed058671e912.mp3]	module:05-n1 jlpt:n1 point:taru-gotoki
光のごとき速さ	光のような速さ	光のごとき速さ	ごとき	Literary simile	〜ごとき in noun phrase	[sound:17144d97e3c4.mp3]	module:05-n1 jlpt:n1 point:taru-gotoki
知っていれば良かった	知っていれば良かった	知っていれば良かった	ものを	Regret/contrast	〜ものを expresses wish	[sound:8532a0655804.mp3]	module:05-n1 jlpt:n1 point:taru-gotoki
来るべきだったのに	来るべきだったのに	来るべきだったのに	ものを	Counterfactual	〜ものを in retrospect	[sound:f1f955f577a3.mp3]	module:05-n1 jlpt:n1 point:taru-gotoki
水のごとく流れる	水のように流れる	水のごとく流れる	ごとく	Literary adverbial	〜ごとく in verb phrase	[sound:1ec2730d0155.mp3]	module:05-n1 jlpt:n1 point:taru-gotoki
医者たる資格がない	医者である資格がない	医者たる資格がない	たる	Formal role	〜たる marks qualification	[sound:e620e13fee65.mp3]	module:05-n1 jlpt:n1 point:taru-gotoki
神のごとき存在	神のような存在	神のごとき存在	ごとき	Literary simile	〜ごとき divine metaphor	[sound:5362f03b3a46.mp3]	module:05-n1 jlpt:n1 point:taru-gotoki
北風のごとく冷たい	北風のように冷たい	北風のごとく冷たい	ごとく	Literary adverbial	〜ごとく in comparison	[sound:c236a78039eb.mp3]	module:05-n1 jlpt:n1 point:taru-gotoki
そうであれば良かった	そうであれば良かった	そうであれば良かった	ものを	Regret/contrast	〜ものを conditional wish	[sound:b6afa8647a08.mp3]	module:05-n1 jlpt:n1 point:taru-gotoki
やっていれば…	やっていれば…	やっていれば…	ものを	Counterfactual	〜ものを incomplete thought	[sound:94575fdb78da.mp3]	module:05-n1 jlpt:n1 point:taru-gotoki
老人たる者	老人である者	老人たる者	たる	Formal role	〜たる in formal context	[sound:0ae87021ad5e.mp3]	module:05-n1 jlpt:n1 point:taru-gotoki
星のごとき瞳	星のような瞳	星のごとき瞳	ごとき	Literary simile	〜ごとき romantic metaphor	[sound:02b050737108.mp3]	module:05-n1 jlpt:n1 point:taru-gotoki
雪のごとく白い	雪のように白い	雪のごとく白い	ごとく	Literary adverbial	〜ごとく aesthetic comparison	[sound:1c25d59ba165.mp3]	module:05-n1 jlpt:n1 point:taru-gotoki
親友たる者	親友である者	親友たる者	たる	Formal role	〜たる in relationship	[sound:610c66b06ae1.mp3]	module:05-n1 jlpt:n1 point:taru-gotoki
風のごとき速さで	風のような速さで	風のごとき速さで	ごとく	Literary adverbial	〜ごとく manner expression	[sound:ba2da190534c.mp3]	module:05-n1 jlpt:n1 point:taru-gotoki
