#separator:tab
#html:true
#columns:Prompt	Target	Reading	Sample	Why	Audio	Tags
#notetype:Production
#deck:Japanese Grammar::01 - N5 Grammar::Production

Say 'it is hot' (polite).	暑いです。	あついです。	暑いです。	い-adj + です: polite present — Adj-い + です is the standard polite form	[sound:685082d0018b.mp3]	module:01-n5 jlpt:n5 point:いい complexity:standard source:shin-kanzen frequency:top1k complexity:intro
Say 'it was hot' (polite past).	暑かったです。	あつかったです。	暑かったです。	い-adj past: Adj-い → Adj-かった — drop い, add かった for past tense	[sound:b184715a9d8a.mp3]	module:01-n5 jlpt:n5 point:いい complexity:standard source:shin-kanzen complexity:intro
Say 'it is not hot' (polite negative).	暑くないです。	あつくないです。	暑くないです。	い-adj negative: Adj-い → Adj-くない — drop い, add くない for negation	[sound:e7426b7c788b.mp3]	module:01-n5 jlpt:n5 point:いい complexity:standard source:shin-kanzen complexity:intro
Say 'it is good' (polite).	いいです。	いいです。	いいです。	いい: irregular い-adj — いい uses よ- stem (不規則); good/fine	[sound:f78086ad19e3.mp3]	module:01-n5 jlpt:n5 point:いい complexity:standard source:shin-kanzen complexity:intro
Say 'it was good' (polite past).	よかったです。	よかったです。	よかったです。	いい → よかった: irregular past — the stem changes to よ- in past form	[sound:cdbcbfe58add.mp3]	module:01-n5 jlpt:n5 point:いい complexity:standard source:shin-kanzen complexity:intro
Say 'book is interesting' (polite).	本は面白いです。	ほんはおもしろいです。	本は面白いです。	い-adj + です: predicate pattern — adjective + です marks polite present assertion	[sound:0d3512d7f97d.mp3]	module:01-n5 jlpt:n5 point:いい complexity:standard source:shin-kanzen frequency:top1k complexity:intro
Say 'movie was long' (polite past).	映画は長かったです。	えいがはながかったです。	映画は長かったです。	い-adj past positive: 〜かったです — past polite form of regular い-adjective	[sound:114831d1ea1b.mp3]	module:01-n5 jlpt:n5 point:いい complexity:standard source:shin-kanzen frequency:top1k complexity:intro
Say 'room is not bright' (polite neg).	部屋は明るくないです。	へやはあかるくないです。	部屋は明るくないです。	い-adj negative: 〜くないです — polite negative; くない + です	[sound:68531c05c482.mp3]	module:01-n5 jlpt:n5 point:いい complexity:standard source:shin-kanzen frequency:top1k complexity:intro
Say 'coffee is cold' (polite).	このコーヒーは冷たいです。	このこーひーはつめたいです。	このコーヒーは冷たいです。	い-adj + の: nominalizer — い-adj + の makes the quality into a noun phrase	[sound:1a19e5151dcf.mp3]	module:01-n5 jlpt:n5 point:いい complexity:standard source:shin-kanzen frequency:top1k
Say 'weather will be nice'.	天気はいいでしょう。	てんきはいいでしょう。	天気はいいでしょう。	い-adj + なる: change verb — く + なる marks gradual change of state	[sound:437c3bbe1756.mp3]	module:01-n5 jlpt:n5 point:いい complexity:standard source:shin-kanzen frequency:top1k complexity:intro
Say 'path is narrow' (polite).	道は狭いです。	みちはせまいです。	道は狭いです。	い-adj + て: te-form — 〜くて links adjectives or gives reason clause	[sound:7ca3bdaf4bab.mp3]	module:01-n5 jlpt:n5 point:いい complexity:standard source:shin-kanzen frequency:top1k complexity:intro
Say 'food is delicious' (polite).	食べ物はおいしいです。	たべものはおいしいです。	食べ物はおいしいです。	い-adj + する: する combination — くする makes it into an action verb	[sound:a008b2178469.mp3]	module:01-n5 jlpt:n5 point:いい complexity:standard source:shin-kanzen frequency:top1k complexity:intro
Say 'it is expensive' (polite).	高いです。	たかいです。	高いです。	い-adj adverb: Adj-く + V — adverbial form (early → 早く; well → よく)	[sound:f4f709d9edf9.mp3]	module:01-n5 jlpt:n5 point:いい complexity:standard source:shin-kanzen frequency:top1k complexity:intro
Say 'it was cheap' (polite past).	安かったです。	やすかったです。	安かったです。	い-adj conditional: Adj-ければ — ければ = hypothetical condition form	[sound:15c5b649ebe0.mp3]	module:01-n5 jlpt:n5 point:いい complexity:standard source:shin-kanzen complexity:intro
Say 'work is difficult' (polite).	仕事は難しいです。	しごとはむずかしいです。	仕事は難しいです。	い-adj polite negative past: 〜くなかったです — past polite negative form	[sound:13048852982c.mp3]	module:01-n5 jlpt:n5 point:いい complexity:standard source:shin-kanzen frequency:top1k complexity:intro
