#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::01 - N5 Grammar::Recognition

何ですか？	なんですか？	What is it?	interrogative	なに（何）	what; asks about things	fundamental question word	どれ	[sound:0790a538fbd1.mp3]	module:01-n5 jlpt:n5 point:どこ complexity:intro frequency:top10k source:shin-kanzen
どこにありますか？	どこにありますか？	Where is it?	interrogative	どこ	where; asks about location	location question	どちら	[sound:31e0ea1d70a0.mp3]	module:01-n5 jlpt:n5 point:どこ complexity:intro source:shin-kanzen
誰ですか？	だれですか？	Who is it?	interrogative	だれ（誰）	who; asks about people	person question	何か	[sound:ba295917041e.mp3]	module:01-n5 jlpt:n5 point:どこ complexity:intro frequency:top1k source:shin-kanzen
いつ来ますか？	いつきますか？	When are you coming?	interrogative	いつ	when; asks about time	time question	どう	[sound:0a984e84dd95.mp3]	module:01-n5 jlpt:n5 point:どこ complexity:intro frequency:top10k source:shin-kanzen
どうやって行きますか？	どうやっていきますか？	How do you go?	interrogative	どう	how; asks about method	method/manner question	どんな	[sound:f523fa854742.mp3]	module:01-n5 jlpt:n5 point:どこ complexity:intro frequency:top10k source:shin-kanzen
どんな食べ物が好きですか？	どんなたべものがすきですか？	What kind of food do you like?	interrogative	どんな + Noun (what kind of; WH-question for quality/type)	what kind; descriptive question	type/quality question	どれ	[sound:704e5a88dd66.mp3]	module:01-n5 jlpt:n5 point:どこ complexity:standard frequency:top1k source:shin-kanzen
どれが一番いいですか？	どれがいちばんいいですか？	Which one is best?	interrogative	どれ	which (3+ items)	choice among objects	どちら	[sound:12b2f6cb92b2.mp3]	module:01-n5 jlpt:n5 point:どこ complexity:intro frequency:top1k source:shin-kanzen
どちらの方が好きですか？	どちらのほうがすきですか？	Which way do you prefer?	interrogative	どちら	which (2 items)	binary choice	どれ	[sound:a4032b39b9d7.mp3]	module:01-n5 jlpt:n5 point:どこ complexity:intro frequency:top1k source:shin-kanzen
何か食べたいです。	なにかたべたいです。	I want to eat something.	indefinite	なに + か	something; indefinite	affirmative: something	だれか	[sound:9b0da08ec346.mp3]	module:01-n5 jlpt:n5 point:どこ complexity:intro frequency:top10k source:shin-kanzen
誰か来ました。	だれかきました。	Someone came.	indefinite	だれ + か	someone; indefinite person	affirmative: someone	どこか	[sound:66a8fc583dab.mp3]	module:01-n5 jlpt:n5 point:どこ complexity:intro frequency:top10k source:shin-kanzen
どこかに行きたいです。	どこかにいきたいです。	I want to go somewhere.	indefinite	どこ + か	somewhere; indefinite place	affirmative: somewhere	いつか	[sound:5bc8f4e898c4.mp3]	module:01-n5 jlpt:n5 point:どこ complexity:intro frequency:top10k source:shin-kanzen
いつか会いましょう。	いつかあいましょう。	Let's meet sometime.	indefinite	いつ + か	sometime; indefinite time	affirmative: sometime	どうしてか	[sound:acd43e71570c.mp3]	module:01-n5 jlpt:n5 point:どこ complexity:intro source:shin-kanzen
