#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::01 - N5 Grammar::Recognition

私は友達に荷物を持ってあげました。	わたしはともだちににもつをもってあげました。	I helped my friend by carrying luggage.	-てあげる	V-て + あげる (action for someone of equal status)	V-te + あげる	do favor for equal	benefit	[sound:e8bf91fd21dd.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:top1k source:shin-kanzen
姉が妹に宿題を教えてあげた。	あねがいもうとにしゅくだいをおしえてあげた。	The older sister taught homework to the younger sister.	-てあげる	V-て + あげる (action for someone of lower status)	V-te + あげる	do favor for junior	family	[sound:c5c6aa121e9a.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:top10k source:shin-kanzen
先生に資料を作ってさしあげました。	せんせいにしりょうをつくってさしあげました。	I humbly prepared materials for the teacher.	さしあげる (humble benefactive for superior)	V-て + さしあげる	humble benefactive used toward social superiors	humble for superior	あげる = peer/junior; さしあげる = humble form for superiors	[sound:265dc3f8d22e.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:low source:shin-kanzen
兄が弟に水をやってあげた。	あにがおとうとにみずをやってあげた。	The brother gave water to the younger brother.	-てあげる	V-て + あげる (benefactive to lower-status person)	V-te + やる	to sibling	family	[sound:1c13a7485dfb.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:top1k source:shin-kanzen
猫に餌をやってあげた。	ねこにえさをやってあげた。	I gave food to the cat.	-てあげる	V-て + やる (benefactive to animal, very casual)	V-te + やる	pet care	routine	[sound:c6b4c3997e53.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:intro frequency:top10k source:shin-kanzen
彼女に花を買ってあげた。	かのじょにはなをかってあげた。	I bought flowers for my girlfriend.	-てあげる	V-て + あげる (giving in close personal relationship)	V-te + あげる	gift-giving	relationship	[sound:c36eda04cbe5.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:intro frequency:top5k source:shin-kanzen
子供に本を読んであげました。	こどもにほんをよんであげました。	I read a book to the child.	-てあげる	V-て + やる (benefactive to child / animal, casual)	V-te + あげる	parenting	children	[sound:0a42c881054a.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:top1k source:shin-kanzen
新入社員に仕事のやり方を教えてあげた。	しんにゅうしゃいんにしごとのやりかたをおしえてあげた。	I taught the new employee how to do the job.	-てあげる (workplace senior to junior)	V-て + あげる (action for someone of lower status)	V-te + あげる	do favor for junior at work	work	[sound:e89cbdd153bb.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:top10k source:shin-kanzen
友達の引越しを手伝ってあげた。	ともだちのひっこしをてつだってあげた。	I helped my friend with moving.	-てあげる (help for peer)	V-て + あげる (action for someone of equal status)	V-te + あげる	help for equal	friend	[sound:a0ce4b6fdb7a.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:top10k source:shin-kanzen
母が夜遅くまで待ってあげた。	ははがよるおそくまでまってあげた。	My mother waited for me until late.	-てあげる	V-て + あげる (parent giving to child)	V-te + あげる	patience	parent	[sound:841c9a3b9cd6.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:top1k source:shin-kanzen
私は友達に本をあげました。	わたしはともだちにほんをあげました。	I gave a book to my friend.	あげる	V-て + あげる (giving to out-group peer)	V + あげる	give to equal/junior	direction: ~に	[sound:df8d7cd328da.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:top1k source:shin-kanzen
先生は学生に宿題を出しました。	せんせいはがくせいにしゅくだいをだしました。	The teacher gave homework to the students.	あげる	V-て + あげる (give to out-group of unequal status)	V + あげる	give to junior	direction: ~に	[sound:c8ec14be2bdd.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:top10k source:shin-kanzen
田中さんがプレゼントをくれました。	たなかさんがぷれぜんとをくれました。	Mr. Tanaka gave me a present.	あげる	V-て + あげる (giving to out-group peer)	N + あげる	give to equal	person + に	[sound:259f656fc9e6.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:top10k source:shin-kanzen
私の兄は弟に携帯をあげました。	わたしのあにはおとうとにけいたいをあげました。	My older brother gave a phone to my younger brother.	あげる	V-て + あげる (benefactive within family)	N + あげる	give to family	in-group	[sound:7d07adae1fb9.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:top10k source:shin-kanzen
猫に餌をあげてください。	ねこにえさをあげてください。	Please give food to the cat.	あげる	V-て + やる (benefactive to animal, very casual)	N + あげる	give to animal	non-human	[sound:f884f1b8e79d.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:intro frequency:top10k source:shin-kanzen
同僚にボーナスをあげるのは決まりました。	どうりょうにぼーなすをあげるのはきまりました。	It was decided to give bonuses to colleagues.	あげる	V-て + あげる (to someone of equal rank)	N + あげる	coworker context	workplace	[sound:9c3e3525b133.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:low source:shin-kanzen
彼にこの仕事をあげましょう。	かれにこのしごとをあげましょう。	Let me give this job to him.	あげる	V-て + あげる (do an assigned task for another)	N + あげる	task assignment	work	[sound:aaad6a835471.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:top5k source:shin-kanzen
毎日、ペットに食べ物をあげています。	まいにち、ぺっとにたべものをあげています。	I give food to my pet every day.	あげる	V-て + あげる (regular benefactive action)	N + あげる	daily care	pets	[sound:34bd54d3614b.mp3]	module:01-n5 jlpt:n5 point:あげる complexity:standard frequency:top1k source:shin-kanzen
