#separator:tab
#html:true
#columns:Audio	Transcript	Reading	EN	Hint	Tags
#notetype:Listening
#
#deck:Japanese Grammar (Strict)::01 - N5 Grammar::Listening

[sound:e78cf90cabf6.mp3]	新しい本です。	あたらしいほんです。	It is a new book.	adjective	module:01-n5 jlpt:n5 point:いい complexity:intro frequency:top1k source:shin-kanzen complexity:standard
[sound:1f09e2d50d6a.mp3]	この本は新しいです。	このほんはあたらしいです。	This book is new.	with です	module:01-n5 jlpt:n5 point:いい complexity:intro frequency:top1k source:shin-kanzen complexity:standard
[sound:77d1ee693925.mp3]	新しくないです。	あたらしくないです。	It is not new.	ない form	module:01-n5 jlpt:n5 point:いい complexity:intro source:shin-kanzen complexity:standard
[sound:3066cc754044.mp3]	新しくありません。	あたらしくありません。	It is not new (formal).	ありません	module:01-n5 jlpt:n5 point:いい complexity:intro source:shin-kanzen complexity:standard
[sound:08e71a3ab43a.mp3]	新しかったです。	あたらしかったです。	It was new.	-かった	module:01-n5 jlpt:n5 point:いい complexity:intro source:shin-kanzen complexity:standard
[sound:1a5d96be05de.mp3]	新しくなかったです。	あたらしくなかったです。	It was not new.	double neg	module:01-n5 jlpt:n5 point:いい complexity:intro source:shin-kanzen complexity:standard
[sound:610e23239df2.mp3]	新しくて便利です。	あたらしくてべんりです。	It's new and convenient.	te-form	module:01-n5 jlpt:n5 point:いい complexity:intro frequency:top1k source:shin-kanzen complexity:standard
[sound:209272a97e39.mp3]	新しく改良しました。	あたらしくかいりょうしました。	Improved it to be new.	modifies verb	module:01-n5 jlpt:n5 point:いい complexity:intro frequency:low source:shin-kanzen complexity:standard
[sound:63472d5b92b6.mp3]	関西人やん。	かんさいじんやん。	You're from Kansai.	Regional identity	module:01-n5 point:いい complexity:intro frequency:low source:imabi complexity:standard
[sound:5f4467e1d30f.mp3]	可愛いやん。	かわいいやん。	You're cute!	Emotional	module:01-n5 point:いい complexity:intro frequency:top1k source:imabi complexity:standard
[sound:302030cb581c.mp3]	そんなんやん。	そんなんやん。	It's like that.	Typical	module:01-n5 point:いい complexity:intro source:imabi complexity:standard
[sound:ad5033f9c58b.mp3]	違うやん。	ちがうやん。	It's different!	Correction	module:01-n5 point:いい complexity:intro frequency:top1k source:imabi complexity:standard
[sound:93f719c7f9bb.mp3]	好きやん。	すきやん。	You like it!	Assertion	module:01-n5 point:いい complexity:intro frequency:top1k source:imabi complexity:standard
[sound:035c8336cd2b.mp3]	それ、違うやねん。	それ、ちがうやねん。	That's wrong, you see.	Explanation	module:01-n5 point:いい complexity:intro frequency:top1k source:imabi complexity:standard
[sound:9715a6a7d329.mp3]	違うやねんて。	ちがうやねんて。	I'm telling you it's different.	Frustrated	module:01-n5 point:いい complexity:intro frequency:top1k source:imabi complexity:standard
[sound:f418948e6f09.mp3]	本当やん。	ほんまやん。	That's right.	Confirmation	module:01-n5 point:いい complexity:intro frequency:top1k source:imabi complexity:standard
