#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::10 - Onomatopoeia::Recognition

ワンワン	わんわん	Woof woof.	Dog bark	onomatopoeia	giongo: dog's sustained bark — vocal mimicry; alarm or greeting vocalization	dog barking	meow (ニャーニャー)	[sound:d089c6bae983.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
ニャーニャー	にゃーにゃー	Meow meow.	Cat meow	onomatopoeia	giongo: cat's drawn-out meow — elongated feline cry; request or greeting	cat crying	dog bark (ワンワン)	[sound:b52e76022102.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
ガチャン	がちゃん	Clang/click.	Hard object collision	onomatopoeia	giongo: metallic sharp clash — door, chain, latch collision sound	impact sound	soft splash (ザぶん)	[sound:9c6d1a4da546.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
ゴロゴロ	ごろごろ	Rumble/rolling.	Thunder or rolling	onomatopoeia	giongo: low rolling rumble — thunder, boulders, heavy objects in motion	deep rolling	light rustling (カサカサ)	[sound:938a3cd2d0da.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
ドキドキ	どきどき	Thump/pounding.	Heartbeat fast	onomatopoeia	giongo: rapid heartbeat — heart rhythm under emotional stress	rapid pulse	steady tick (チクタク)	[sound:5969d0688239.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
ザーザー	ざーざー	Pouring/streaming.	Heavy rain	onomatopoeia	giongo: heavy streaming flow — rain pouring, water rushing; sustained sound	downpour	light drizzle (しとしと)	[sound:9d4f1cd9c7a2.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
シッシッ	しっしっ	Shoo/go away.	Chasing away	onomatopoeia	giongo: dismissive shooing sound — chasing away with voiced gesture	dismissive sound	whoosh (スッ)	[sound:ddd98d823fd2.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
チョロチョロ	ちょろちょろ	Trickling.	Water flowing gently	onomatopoeia	giongo: gentle intermittent trickle — small water flow; light dripping	trickle of liquid	gushing (ザーザー)	[sound:a8e06dc996d1.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
ポツン	ぽつん	Plop/drip.	Single drop falling	onomatopoeia	giongo: single isolated plop — one drip; also describes lonely single item	isolated impact	continuous rain (ザーザー)	[sound:c97b76c8d165.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
キラキラ	きらきら	Sparkling/twinkling.	Light reflection	onomatopoeia	giongo: reflected light sparkle — stars, jewels, water surface; visual shimmer	bright twinkle	dull gleam (どんより)	[sound:b926dc0626cd.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
カシャカシャ	かしゃかしゃ	Clicking/rattling.	Shutter or chain	onomatopoeia	giongo: dry metallic rattling — keys, coins, small items clicking together	staccato clicking	smooth sliding (スルスル)	[sound:528a6735b548.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
コソコソ	こそこそ	Sneaking/whispering.	Moving secretly	onomatopoeia	giongo: secretive muffled movement — sneaking or hushed conversation	furtive movement	bold striding (どんどん)	[sound:360d5a32b761.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
トコトコ	とことこ	Patter/trotting.	Light footsteps	onomatopoeia	giongo: small light footsteps — rhythmic patter of children or small animals	steady pacing	heavy stomping (ドンドン)	[sound:348cc7e49bc3.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
セキセキ	せきせき	Coughing repeatedly.	Repeated cough	onomatopoeia	giongo: repeated short dry cough — involuntary respiratory hacking	dry cough	smooth breathing (すーすー)	[sound:7e2deb5ac634.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
ボソボソ	ぼそぼそ	Mumbling/muttering.	Unclear speech	onomatopoeia	giongo: low indistinct mumbling — barely audible speech; talking to oneself	quiet murmur	loud shouting (わっ)	[sound:e6ba5ff54860.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
ハラハラ	はらはら	Fluttering/falling.	Leaves or paper	onomatopoeia	giongo: soft fluttering descent — leaves, petals, snowflakes drifting down	drifting fall	solid thud (ドン)	[sound:e70e6f5442ae.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
パリパリ	ぱりぱり	Crunching/crackling.	Crispy texture	onomatopoeia	giongo: crisp brittle crackle — dry fresh food or wrapping breaking	crisp crackle	soft squelch (ぐにゃ)	[sound:aad036e313bc.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
