#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::10 - Onomatopoeia::Recognition

ワクワク	わくわく	Excited/thrilled.	Anticipation feeling	emotional	gijōgo: bubbling anticipation — excited eager state before something awaited	excited anticipation	bored (つまらない)	[sound:e7676d6c3885.mp3]	module:10-onomatopoeia point:emotional-onomatopoeia complexity:intro source:dictionary-of-jp-grammar
ハラハラ	はらはら	Nervous/anxious.	Worry or fear	emotional	gijōgo: edge-of-seat anxiety — watching something helplessly; suspenseful worry	worried tension	calm confidence (ドン)	[sound:e70e6f5442ae.mp3]	module:10-onomatopoeia point:emotional-onomatopoeia complexity:intro source:dictionary-of-jp-grammar
イライラ	いらいら	Annoyed/frustrated.	Irritation	emotional	gijōgo: mounting irritation — frustration building from repeated provocation	frustrated anger	peaceful acceptance (ほっ)	[sound:55757f0eae7c.mp3]	module:10-onomatopoeia point:emotional-onomatopoeia complexity:intro source:dictionary-of-jp-grammar
ドキドキ	どきどき	Excited/nervous heart.	Emotion-driven pulse	emotional	gijōgo: heart racing from emotion — arousal from excitement or anxiety; dual use	thrilled or scared	calm steady (おだやか)	[sound:5969d0688239.mp3]	module:10-onomatopoeia point:emotional-onomatopoeia complexity:intro source:dictionary-of-jp-grammar
ボーッ	ぼーっ	Dazed/blank.	Unfocused state	emotional	gijōgo: unfocused daydream daze — spaced out; mind wandered away	spaced out	alert and sharp (ぴん)	[sound:ff9ca079aadd.mp3]	module:10-onomatopoeia point:emotional-onomatopoeia complexity:intro source:dictionary-of-jp-grammar
パサパサ	ぱさぱさ	Dry/uninspired.	Metaphorical dryness	emotional	gijōgo: dry uninspired flatness — no energy or moisture; dull listless state	parched feeling	lively and moist (みずみず)	[sound:6448d235a307.mp3]	module:10-onomatopoeia point:emotional-onomatopoeia complexity:intro source:dictionary-of-jp-grammar
ゲッソリ	げっそり	Haggard/exhausted.	Tired appearance	emotional	gijōgo: visibly haggard exhaustion — sunken look from sustained fatigue or worry	worn out	fresh and rested (さっぱり)	[sound:65d2d2c94da4.mp3]	module:10-onomatopoeia point:emotional-onomatopoeia complexity:intro source:dictionary-of-jp-grammar
ダラダラ	だらだら	Lazy/sluggish.	Unmotivated state	emotional	gijōgo: slack aimless laziness — purposeless lying about; no tension or goal	sluggish mood	energetic and brisk (きびき)	[sound:de6e2010b9d3.mp3]	module:10-onomatopoeia point:emotional-onomatopoeia complexity:intro source:dictionary-of-jp-grammar
スッキリ	すっきり	Refreshed/clear.	Clean feeling	emotional	gijōgo: clean refreshed clarity — problem resolved; weight lifted from mind	clarity and refresh	muddled and hazy (もやもや)	[sound:688731bbd538.mp3]	module:10-onomatopoeia point:emotional-onomatopoeia complexity:intro source:dictionary-of-jp-grammar
ザワザワ	ざわざわ	Restless/uneasy.	Crowd noise or anxiety	emotional	gijōgo: uneasy collective restlessness — crowd unease; foreboding stirs the air	unsettled unease	serene quiet (しん)	[sound:6668b2f9d0a0.mp3]	module:10-onomatopoeia point:emotional-onomatopoeia complexity:intro source:dictionary-of-jp-grammar
ニヤニヤ	にやにや	Smug/grinning.	Self-satisfied smile	emotional	gijōgo: smug self-satisfied smirk — private amusement others find off-putting	secret amusement	frown (むすっ)	[sound:cbb81e91398e.mp3]	module:10-onomatopoeia point:emotional-onomatopoeia complexity:intro source:dictionary-of-jp-grammar
ムカムカ	むかむか	Irritated/disgusted.	Negative feeling	emotional	gijōgo: churning nausea or disgust — stomach-turning revulsion; physical or moral	disgust anger	pleased satisfaction (ほっ)	[sound:7494b213d2bd.mp3]	module:10-onomatopoeia point:emotional-onomatopoeia complexity:intro source:dictionary-of-jp-grammar
ソワソワ	そわそわ	Restless/fidgety.	Anxious movement	emotional	gijōgo: fidgety restless anticipation — can't settle; waiting makes body restless	nervous fidgeting	calm stability (じっと)	[sound:da67db651eb4.mp3]	module:10-onomatopoeia point:emotional-onomatopoeia complexity:intro source:dictionary-of-jp-grammar
ウキウキ	うきうき	Cheerful/elated.	Happy anticipation	emotional	gijōgo: light-hearted buoyancy — happy expectation lifts the spirit	joyful excitement	gloomy sadness (しょんぼり)	[sound:e563d2f18388.mp3]	module:10-onomatopoeia point:emotional-onomatopoeia complexity:intro source:dictionary-of-jp-grammar
シュンと	しゅんと	Deflated/disappointed.	Sudden sadness	emotional	gijōgo: sudden deflation — confidence drops sharply after disappointment or scolding	disappointed drop	excited rise (ぴょん)	[sound:6485e1317d42.mp3]	module:10-onomatopoeia point:emotional-onomatopoeia complexity:intro source:dictionary-of-jp-grammar
モヤモヤ	もやもや	Confused/unclear.	Mental fog	emotional	gijōgo: hazy unresolved mental fog — vague worry or unclear feeling lingers	mental haziness	clear clarity (くっきり)	[sound:b530ed92dcd7.mp3]	module:10-onomatopoeia point:emotional-onomatopoeia complexity:intro source:dictionary-of-jp-grammar
クラクラ	くらくら	Dizzy/spinning.	Disoriented feeling	emotional	gijōgo: lightheaded spinning — physical dizziness or overwhelm from input	vertigo sensation	stable and grounded (ビシッ)	[sound:9ed82a8718bc.mp3]	module:10-onomatopoeia point:emotional-onomatopoeia complexity:intro source:dictionary-of-jp-grammar
ジンジン	じんじん	Tingling/numb.	Sensation	emotional	gijōgo: persistent throbbing or tingling — numb limb, dental nerve, frostbite	prickling feeling	smooth ease (すーっ)	[sound:96ff4b3aba9e.mp3]	module:10-onomatopoeia point:emotional-onomatopoeia complexity:intro source:dictionary-of-jp-grammar
シュンシュン	しゅんしゅん	Drooping/sad.	Despondent feeling	emotional	gijōgo: drooping quiet dejection — energy wilted; head and spirit both hanging	melancholy droop	upright confidence (きりり)	[sound:3f17016c002d.mp3]	module:10-onomatopoeia point:emotional-onomatopoeia complexity:intro source:dictionary-of-jp-grammar
ワイワイ	わいわい	Lively/noisy.	Group excitement	emotional	gijōgo: cheerful communal noise — lively group animation; carefree gathering	boisterous fun	quiet solitude (しん)	[sound:0b7fad0f82d2.mp3]	module:10-onomatopoeia point:emotional-onomatopoeia complexity:intro source:dictionary-of-jp-grammar
