#separator:tab
#html:true
#columns:Prompt	Target	Reading	Sample	Why	Audio	Tags
#notetype:Production
#deck:Japanese Grammar::10 - Onomatopoeia::Production

Fluffy/soft.	onomatopoeia	ふわふわ	フワフワ	gitaigo: light airy fluffy texture — pillows, clouds, pastry; pleasantly soft	[sound:14c9ade9e23b.mp3]	module:10-onomatopoeia point:gitaigo-states complexity:intro source:dictionary-of-jp-grammar
Crispy.	onomatopoeia	さくさく	サクサク	gitaigo: crisp pleasant crunch — fresh bread, lightly fried food; satisfying texture	[sound:5219986d4daf.mp3]	module:10-onomatopoeia point:gitaigo-states complexity:intro source:dictionary-of-jp-grammar
Smooth/slippery.	onomatopoeia	つるつる	ツルツル	gitaigo: perfectly smooth frictionless surface — ice, polished glass, silk	[sound:6887b4d6304f.mp3]	module:10-onomatopoeia point:gitaigo-states complexity:intro source:dictionary-of-jp-grammar
Smooth/silky.	onomatopoeia	さらさら	サラサラ	gitaigo: smooth silky free-flowing — fine sand, healthy hair, thin liquid	[sound:887d405b93eb.mp3]	module:10-onomatopoeia point:gitaigo-states complexity:intro source:dictionary-of-jp-grammar
Smoothly/fluently.	onomatopoeia	すらすら	スラスラ	gitaigo: effortless fluent progress — reading aloud, speaking; no hesitation	[sound:dd0096f5ce99.mp3]	module:10-onomatopoeia point:gitaigo-states complexity:intro source:dictionary-of-jp-grammar
Gritty/sandy.	onomatopoeia	じゃりじゃり	ジャリジャリ	gitaigo: gritty unpleasant grainy friction — sand in food, rough gravel	[sound:dcf915853bcc.mp3]	module:10-onomatopoeia point:gitaigo-states complexity:intro source:dictionary-of-jp-grammar
Precise/neat.	onomatopoeia	きちんと	きちんと	gitaigo: precise orderly exactness — everything fitting neatly; methodical tidiness	[sound:bf979272c304.mp3]	module:10-onomatopoeia point:gitaigo-states complexity:intro source:dictionary-of-jp-grammar
Stiff/mechanical.	onomatopoeia	ぎくしゃく	ぎくしゃく	gitaigo: stiff mechanical movement — robot-like; lacks natural fluidity	[sound:561c856509ce.mp3]	module:10-onomatopoeia point:gitaigo-states complexity:intro source:dictionary-of-jp-grammar
Warm and pleasant.	onomatopoeia	ぽかぽか	ポカポカ	gitaigo: gentle pleasant warmth — sunlight on skin, cozy heated room	[sound:fa5a2029e1ed.mp3]	module:10-onomatopoeia point:gitaigo-states complexity:intro source:dictionary-of-jp-grammar
Heart pounding.	onomatopoeia	どきどき	ドキドキ	gitaigo: heart pounding from emotion — excitement, anxiety, anticipation	[sound:5969d0688239.mp3]	module:10-onomatopoeia point:gitaigo-states complexity:intro source:dictionary-of-jp-grammar
Quietly sobbing.	onomatopoeia	しくしく	シクシク	gitaigo: quiet persistent sobbing — suppressed sadness; low continuous crying	[sound:d55d75871547.mp3]	module:10-onomatopoeia point:gitaigo-states complexity:intro source:dictionary-of-jp-grammar
Tense/strained.	onomatopoeia	びりびり	ビリビリ	gitaigo: tense charged state — nerves on edge; atmosphere before something breaks	[sound:5504f489cd71.mp3]	module:10-onomatopoeia point:gitaigo-states complexity:intro source:dictionary-of-jp-grammar
Close-fitting/tight.	onomatopoeia	ぴたぴた	ピタピタ	gitaigo: skin-close tight fit — second-skin tightness; form-fitting garment	[sound:ca66e82ae123.mp3]	module:10-onomatopoeia point:gitaigo-states complexity:intro source:dictionary-of-jp-grammar
Fluffy/plump.	onomatopoeia	もふもふ	モフモフ	gitaigo: thick plush fluffiness — animal fur, cloud-like blanket; soft volume	[sound:e68b45bcefba.mp3]	module:10-onomatopoeia point:gitaigo-states complexity:intro source:dictionary-of-jp-grammar
Mushy/messy.	onomatopoeia	ぐちゃぐちゃ	ぐちゃぐちゃ	gitaigo: messy soggy disorder — mud, overcooked food; structural collapse	[sound:8d2c7303f002.mp3]	module:10-onomatopoeia point:gitaigo-states complexity:intro source:dictionary-of-jp-grammar
Gloomy/murky.	onomatopoeia	どんより	どんより	gitaigo: heavy oppressive dullness — overcast sky or heavy-hearted mood	[sound:c3ae45c1e797.mp3]	module:10-onomatopoeia point:gitaigo-states complexity:intro source:dictionary-of-jp-grammar
Gentle breeze.	onomatopoeia	そよそよ	そよそよ	gitaigo: delicate barely-there breeze — soothing air movement; almost stillness	[sound:1e823f3f891b.mp3]	module:10-onomatopoeia point:gitaigo-states complexity:intro source:dictionary-of-jp-grammar
Damp/humid.	onomatopoeia	じっとり	じっとり	gitaigo: clammy uncomfortable dampness — humid skin or damp fabric after effort	[sound:cd6e94431179.mp3]	module:10-onomatopoeia point:gitaigo-states complexity:intro source:dictionary-of-jp-grammar
Full of scent.	onomatopoeia	ぷんぷん	ぷんぷん	gitaigo: strongly scented saturation — overwhelming smell from all directions	[sound:d73a9e327082.mp3]	module:10-onomatopoeia point:gitaigo-states complexity:intro source:dictionary-of-jp-grammar
Shaky/unstable.	onomatopoeia	ぐらぐら	ぐらぐら	gitaigo: unstable wobbling shaking — loose tooth, pot boiling; lack of stability	[sound:d55fdad4a693.mp3]	module:10-onomatopoeia point:gitaigo-states complexity:intro source:dictionary-of-jp-grammar
Baggy/loose.	onomatopoeia	ぶかぶか	ぶかぶか	gitaigo: too-large baggy loose fit — oversized clothes that won't stay in place	[sound:2bcef5cec01a.mp3]	module:10-onomatopoeia point:gitaigo-states complexity:intro source:dictionary-of-jp-grammar
Glittering state.	onomatopoeia	きらきら	きらきら	gitaigo: glittering radiant sustained shine — eyes, stars, sequins; visual sparkle	[sound:70789e8665a3.mp3]	module:10-onomatopoeia point:gitaigo-states complexity:intro source:dictionary-of-jp-grammar
Soft/squishy.	onomatopoeia	ふにゃふにゃ	ふにゃふにゃ	gitaigo: limp floppy softness — noodles, tired body; no structural integrity	[sound:c26b0acba679.mp3]	module:10-onomatopoeia point:gitaigo-states complexity:intro source:dictionary-of-jp-grammar
Glossy/shiny.	onomatopoeia	つやつや	つやつや	gitaigo: glossy healthy sheen — healthy hair, polished wood, ripe fruit	[sound:b0cf439700ea.mp3]	module:10-onomatopoeia point:gitaigo-states complexity:intro source:dictionary-of-jp-grammar
Sparkling clean.	onomatopoeia	ぴかぴか	ぴかぴか	gitaigo: brilliantly clean sparkling — newly polished surface, pristine shoes	[sound:ab1f927845ce.mp3]	module:10-onomatopoeia point:gitaigo-states complexity:intro source:dictionary-of-jp-grammar
Sticky/gooey.	onomatopoeia	ねばねば	ねばねば	gitaigo: sticky viscous adhesion — natto, wet clay; reluctant surface separation	[sound:74cf35cb5430.mp3]	module:10-onomatopoeia point:gitaigo-states complexity:intro source:dictionary-of-jp-grammar
Tacky/oily.	onomatopoeia	べたべた	べたべた	gitaigo: unpleasantly tacky clingy — sweaty skin, spilled syrup; invasive stickiness	[sound:805ecc04aa97.mp3]	module:10-onomatopoeia point:gitaigo-states complexity:intro source:dictionary-of-jp-grammar
Bushy/thick.	onomatopoeia	ふさふさ	ふさふさ	gitaigo: thick lush dense fullness — abundant hair, foliage, tail	[sound:911724639a66.mp3]	module:10-onomatopoeia point:gitaigo-states complexity:intro source:dictionary-of-jp-grammar
Hard/rigid.	onomatopoeia	かちかち	かちかち	gitaigo: hard rigid unyielding — frozen food, dry clay, tense muscles	[sound:a1b440620dcd.mp3]	module:10-onomatopoeia point:gitaigo-states complexity:intro source:dictionary-of-jp-grammar
Tightly packed.	onomatopoeia	ぎゅうぎゅう	ぎゅうぎゅう	gitaigo: tightly squeezed compressed state — packed box, firm embrace	[sound:a63c3d98ca59.mp3]	module:10-onomatopoeia point:gitaigo-states complexity:intro source:dictionary-of-jp-grammar
