#separator:tab
#html:true
#columns:Prompt	Target	Reading	Sample	Why	Audio	Tags
#notetype:Production
#deck:Japanese Grammar::10 - Onomatopoeia::Production

Woof woof.	onomatopoeia	わんわん	ワンワン	giongo: dog's sustained bark — vocal mimicry; alarm or greeting vocalization	[sound:d089c6bae983.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
Meow meow.	onomatopoeia	にゃーにゃー	ニャーニャー	giongo: cat's drawn-out meow — elongated feline cry; request or greeting	[sound:b52e76022102.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
Clang/click.	onomatopoeia	がちゃん	ガチャン	giongo: metallic sharp clash — door, chain, latch collision sound	[sound:9c6d1a4da546.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
Rumble/rolling.	onomatopoeia	ごろごろ	ゴロゴロ	giongo: low rolling rumble — thunder, boulders, heavy objects in motion	[sound:938a3cd2d0da.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
Thump/pounding.	onomatopoeia	どきどき	ドキドキ	giongo: rapid heartbeat — heart rhythm under emotional stress	[sound:5969d0688239.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
Pouring/streaming.	onomatopoeia	ざーざー	ザーザー	giongo: heavy streaming flow — rain pouring, water rushing; sustained sound	[sound:9d4f1cd9c7a2.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
Shoo/go away.	onomatopoeia	しっしっ	シッシッ	giongo: dismissive shooing sound — chasing away with voiced gesture	[sound:ddd98d823fd2.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
Trickling.	onomatopoeia	ちょろちょろ	チョロチョロ	giongo: gentle intermittent trickle — small water flow; light dripping	[sound:a8e06dc996d1.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
Plop/drip.	onomatopoeia	ぽつん	ポツン	giongo: single isolated plop — one drip; also describes lonely single item	[sound:c97b76c8d165.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
Sparkling/twinkling.	onomatopoeia	きらきら	キラキラ	giongo: reflected light sparkle — stars, jewels, water surface; visual shimmer	[sound:b926dc0626cd.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
Clicking/rattling.	onomatopoeia	かしゃかしゃ	カシャカシャ	giongo: dry metallic rattling — keys, coins, small items clicking together	[sound:528a6735b548.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
Sneaking/whispering.	onomatopoeia	こそこそ	コソコソ	giongo: secretive muffled movement — sneaking or hushed conversation	[sound:360d5a32b761.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
Patter/trotting.	onomatopoeia	とことこ	トコトコ	giongo: small light footsteps — rhythmic patter of children or small animals	[sound:348cc7e49bc3.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
Coughing repeatedly.	onomatopoeia	せきせき	セキセキ	giongo: repeated short dry cough — involuntary respiratory hacking	[sound:7e2deb5ac634.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
Mumbling/muttering.	onomatopoeia	ぼそぼそ	ボソボソ	giongo: low indistinct mumbling — barely audible speech; talking to oneself	[sound:e6ba5ff54860.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
Fluttering/falling.	onomatopoeia	はらはら	ハラハラ	giongo: soft fluttering descent — leaves, petals, snowflakes drifting down	[sound:e70e6f5442ae.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
Crunching/crackling.	onomatopoeia	ぱりぱり	パリパリ	giongo: crisp brittle crackle — dry fresh food or wrapping breaking	[sound:aad036e313bc.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
Fluffy/floating.	onomatopoeia	ふわふわ	フワフワ	giongo: airy floating lightness — feathers, clouds; soft lifting sensation	[sound:14c9ade9e23b.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
Flapping/pattering.	onomatopoeia	ぱたぱた	パタパタ	giongo: light rapid flapping — bird wings, fan, quick pattering feet	[sound:7f9b03813dbb.mp3]	module:10-onomatopoeia point:giongo-sounds complexity:intro source:dictionary-of-jp-grammar
