#separator:tab
#html:true
#columns:Text	Reading	Hint	Audio	Tags
#notetype:Cloze
#deck:Japanese Grammar::01 - N5 Grammar::Cloze
#
静か{{c1::な}}部屋です。	しずか{{c1::な}}へやです。	quiet room [attributive]	[sound:a1b4caacc35d.mp3]	module:01-n5 jlpt:n5 point:na-adjectives frequency:top1k complexity:intro source:shin-kanzen
静か{{c1::です}}。	しずか{{c1::です}}。	it is quiet [predicate]	[sound:73fb3e2570cb.mp3]	module:01-n5 jlpt:n5 point:na-adjectives frequency:top1k complexity:intro source:shin-kanzen
綺麗{{c1::な}}人です。	きれい{{c1::な}}ひとです。	beautiful person [attributive]	[sound:7cd29224bbba.mp3]	module:01-n5 jlpt:n5 point:na-adjectives frequency:top1k complexity:intro source:shin-kanzen
便利{{c1::です}}。	べんり{{c1::です}}。	it is convenient	[sound:0e1efb0b6de7.mp3]	module:01-n5 jlpt:n5 point:na-adjectives frequency:top1k complexity:intro source:shin-kanzen
楽しかった{{c1::です}}。	たのしかった{{c1::です}}。	it was fun [past]	[sound:327b64453c1f.mp3]	module:01-n5 jlpt:n5 point:na-adjectives frequency:top10k complexity:intro source:shin-kanzen
健康{{c1::な}}食べ物です。	けんこう{{c1::な}}たべものです。	healthy food [attributive]	[sound:da9c94087bad.mp3]	module:01-n5 jlpt:n5 point:na-adjectives frequency:top10k complexity:intro source:shin-kanzen
仕事は大変{{c1::です}}。	しごとはたいへん{{c1::です}}。	the work is difficult	[sound:ca912c984d63.mp3]	module:01-n5 jlpt:n5 point:na-adjectives frequency:top1k complexity:intro source:shin-kanzen
特別{{c1::な}}日です。	とくべつ{{c1::な}}ひです。	special day [attributive]	[sound:bae4b7341486.mp3]	module:01-n5 jlpt:n5 point:na-adjectives frequency:top5k complexity:intro source:shin-kanzen
危険{{c1::です}}。	きけん{{c1::です}}。	it is dangerous	[sound:8ff3d622e9f9.mp3]	module:01-n5 jlpt:n5 point:na-adjectives frequency:top5k complexity:intro source:shin-kanzen
元気{{c1::な}}人です。	げんき{{c1::な}}ひとです。	energetic person [attributive]	[sound:63b7941b4523.mp3]	module:01-n5 jlpt:n5 point:na-adjectives frequency:top1k complexity:intro source:shin-kanzen
必要{{c1::です}}。	ひつよう{{c1::です}}。	it is necessary	[sound:0566311b0083.mp3]	module:01-n5 jlpt:n5 point:na-adjectives frequency:top5k complexity:intro source:shin-kanzen
現代的{{c1::な}}デザインです。	げんだいてき{{c1::な}}でざいんです。	contemporary design [attributive]	[sound:401b322b8764.mp3]	module:01-n5 jlpt:n5 point:na-adjectives frequency:top10k complexity:intro source:shin-kanzen
簡単{{c1::な}}問題です。	かんたん{{c1::な}}もんだいです。	simple problem [attributive]	[sound:fa797dd92fb2.mp3]	module:01-n5 jlpt:n5 point:na-adjectives frequency:top5k complexity:intro source:shin-kanzen
静かに{{c1::なりました}}。	しずかに{{c1::なりました}}。	became quiet	[sound:5a015cb7b9e1.mp3]	module:01-n5 jlpt:n5 point:na-adjectives frequency:top1k complexity:intro source:shin-kanzen
綺麗に{{c1::しました}}。	きれいに{{c1::しました}}。	made clean [adverbial]	[sound:db897ceb3c69.mp3]	module:01-n5 jlpt:n5 point:na-adjectives frequency:top1k complexity:intro source:shin-kanzen
