#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::01 - N5 Grammar::Recognition
#
この部屋はきれいなきれいです。		きれい is a な-adjective despite looking like い. Need な before noun.	contrast-derived	きれいな	きれい is a な-adjective despite looking like い. Need な before noun.	きれいな dress, きれいです (predicate)	きれいな vs きれいです	[sound:a0006546305b.mp3]	module:01-n5 jlpt:n5 point:adjectives complexity:standard confusable-with:きれいです frequency:top1k source:shin-kanzen
その男性はハンサムなです。		ハンサム must have な as attributive. Solo predicate ハンサムです is correct but attributive needs な.	contrast-derived	ハンサムな	ハンサム must have な as attributive. Solo predicate ハンサムです is correct but attributive needs な.	ハンサムな person, ハンサムです	ハンサムな vs ハンサム	[sound:96b683e28ec4.mp3]	module:01-n5 jlpt:n5 point:adjectives complexity:intro confusable-with:ハンサム frequency:top5k source:shin-kanzen
この情報は新しくくないです。		Negative of い-adjective: い → くない. Not くないない.	contrast-derived	新しく	Negative of い-adjective: い → くない. Not くないない.	新しい → 新しくない	新しく vs 新しい	[sound:5cbf63ef0036.mp3]	module:01-n5 jlpt:n5 point:adjectives complexity:standard confusable-with:新しい frequency:top10k source:shin-kanzen
その建物は大きくかったです。		Past tense of い-adjective: い → かった. 大きかった (not 大きいかった).	contrast-derived	大きく	Past tense of い-adjective: い → かった. 大きかった (not 大きいかった).	大きい → 大きかった	大きく vs 大きい	[sound:007840455cec.mp3]	module:01-n5 jlpt:n5 point:adjectives complexity:standard confusable-with:大きい frequency:top1k source:shin-kanzen
その映画はいいです。		いい is non-standard; よい is standard. Both accepted, but よい → よくない, いい → いいです.	contrast-derived	いい	いい is non-standard; よい is standard. Both accepted, but よい → よくない, いい → いいです.	いい/よい (both exist)	いい vs いいです	[sound:58e92a6714d3.mp3]	module:01-n5 jlpt:n5 point:adjectives complexity:intro confusable-with:いいです frequency:top1k source:shin-kanzen
それは悪いです。		悪 (bad/ugly) vs 良/よい (good). Different adjectives entirely.	contrast-derived	悪	悪 (bad/ugly) vs 良/よい (good). Different adjectives entirely.	Opposite meanings: 悪い ↔ いい/よい	良 vs 悪	[sound:32f08ddb7e0b.mp3]	module:01-n5 jlpt:n5 point:adjectives complexity:intro confusable-with:良 source:shin-kanzen
その犬は小さいです。		小さい is the standard い-adjective. 小ぶり is a different word.	contrast-derived	小さ	小さい is the standard い-adjective. 小ぶり is a different word.	小さい (tiny adjective)	小さ vs 小ぶり	[sound:99f25df92e31.mp3]	module:01-n5 jlpt:n5 point:adjectives complexity:intro confusable-with:小ぶり frequency:top1k source:shin-kanzen
静かなな環境で静かなく走ります。		静か (quiet) is な-adjective: 静かな. 速い (fast) is い-adjective: 速く (adverbial).	contrast-derived	静かな	静か (quiet) is な-adjective: 静かな. 速い (fast) is い-adjective: 速く (adverbial).	Mix: 静かな + 速い	静かな vs 速く	[sound:727c38483169.mp3]	module:01-n5 jlpt:n5 point:adjectives complexity:standard confusable-with:速く frequency:top10k source:shin-kanzen
あの景色はきれいです。		Predicate: きれいです (not きれいなです). Attributive: きれいな noun.	contrast-derived	きれい	Predicate: きれいです (not きれいなです). Attributive: きれいな noun.	Pred: きれいです. Attr: きれいな	きれい vs きれいな	[sound:4be096a81900.mp3]	module:01-n5 jlpt:n5 point:adjectives complexity:intro confusable-with:きれいな frequency:top5k source:shin-kanzen
ハンサムな俳優はハンサムです。		Attributive of na-adj: add な. ハンサムな俳優 (handsome actor).	contrast-derived	ハンサムな	Attributive of na-adj: add な. ハンサムな俳優 (handsome actor).	Attr: ハンサムな. Pred: ハンサムです	ハンサムな vs ハンサムな	[sound:624700e184d0.mp3]	module:01-n5 jlpt:n5 point:adjectives complexity:standard confusable-with:ハンサムな frequency:top10k source:shin-kanzen
新しいコンピュータです。		い-adjective attributive: just add the adjective. 新しいコンピュータ.	contrast-derived	新しい	い-adjective attributive: just add the adjective. 新しいコンピュータ.	い-attr: just the word. な-attr: add な.	新しい vs 新しく	[sound:38a8e0927c2b.mp3]	module:01-n5 jlpt:n5 point:adjectives complexity:intro confusable-with:新しく source:shin-kanzen
有名な歌手です。		有名 is な-adjective. No い form. 有名な singer (not 有名い).	contrast-derived	有名な	有名 is な-adjective. No い form. 有名な singer (not 有名い).	有名: na-adj only. No い version.	有名な vs 有名い	[sound:3c3fe0bf82fc.mp3]	module:01-n5 jlpt:n5 point:adjectives complexity:intro confusable-with:有名い frequency:top10k source:shin-kanzen
先生は親切です。		Both are correct: predicate 親切です OR attributive 親切な先生. This asks for predicate.	contrast-derived	親切	Both are correct: predicate 親切です OR attributive 親切な先生. This asks for predicate.	親切: na-adj. Pred: 親切です. Attr: 親切な.	親切 vs 親切な	[sound:3be90d236ddc.mp3]	module:01-n5 jlpt:n5 point:adjectives complexity:intro confusable-with:親切な frequency:top1k source:shin-kanzen
便利な機能があります。		Attributive of な-adjective: 便利な. Predicate: 便利です.	contrast-derived	便利な	Attributive of な-adjective: 便利な. Predicate: 便利です.	便利: na-adj. Attr: 便利な. Pred: 便利です.	便利な vs 便利	[sound:8e6f72ea5763.mp3]	module:01-n5 jlpt:n5 point:adjectives complexity:intro confusable-with:便利 frequency:top10k source:shin-kanzen
この本はいいです。		いい (informal) = よい (formal). Both acceptable. よい is preferred in formal writing.	contrast-derived	いい	いい (informal) = よい (formal). Both acceptable. よい is preferred in formal writing.	いい vs よい: same meaning, different registers	いい vs 良い	[sound:685e4f11678f.mp3]	module:01-n5 jlpt:n5 point:adjectives complexity:intro confusable-with:良い frequency:top1k source:shin-kanzen
